accuracy,filter_size,leaky_relu,learning_rate,n_filters,p_dropout,search_type,stride,weight_decay
0.4855,3.0,1.0,0.0001,64.0,0.25,grid,1.0,1e-05
0.487,3.0,1.0,0.0001,64.0,0.25,grid,1.0,0.001
0.3619,3.0,1.0,0.0001,64.0,0.25,grid,3.0,1e-05
0.3638,3.0,1.0,0.0001,64.0,0.25,grid,3.0,0.001
0.4907,3.0,1.0,0.0001,64.0,0.0,grid,1.0,1e-05
0.4904,3.0,1.0,0.0001,64.0,0.0,grid,1.0,0.001
0.3658,3.0,1.0,0.0001,64.0,0.0,grid,3.0,1e-05
0.3659,3.0,1.0,0.0001,64.0,0.0,grid,3.0,0.001
0.5056,3.0,1.0,0.0001,128.0,0.5,grid,1.0,1e-05
0.506,3.0,1.0,0.0001,128.0,0.5,grid,1.0,0.001
0.4097,3.0,1.0,0.0001,128.0,0.5,grid,3.0,1e-05
0.4092,3.0,1.0,0.0001,128.0,0.5,grid,3.0,0.001
0.5051,3.0,1.0,0.0001,128.0,0.25,grid,1.0,1e-05
0.5065,3.0,1.0,0.0001,128.0,0.25,grid,1.0,0.001
0.4172,3.0,1.0,0.0001,128.0,0.25,grid,3.0,1e-05
0.4138,3.0,1.0,0.0001,128.0,0.25,grid,3.0,0.001
0.5056,3.0,1.0,0.0001,128.0,0.0,grid,1.0,1e-05
0.5046,3.0,1.0,0.0001,128.0,0.0,grid,1.0,0.001
0.4142,3.0,1.0,0.0001,128.0,0.0,grid,3.0,1e-05
0.4159,3.0,1.0,0.0001,128.0,0.0,grid,3.0,0.001
0.1189,3.0,1.0,0.1,16.0,0.5,grid,1.0,1e-05
0.1365,3.0,1.0,0.1,16.0,0.5,grid,1.0,0.001
0.1202,3.0,1.0,0.1,16.0,0.5,grid,3.0,1e-05
0.1151,3.0,1.0,0.1,16.0,0.5,grid,3.0,0.001
0.1012,3.0,1.0,0.1,16.0,0.25,grid,1.0,1e-05
0.1104,3.0,1.0,0.1,16.0,0.25,grid,1.0,0.001
0.1002,3.0,1.0,0.1,16.0,0.25,grid,3.0,1e-05
0.1083,3.0,1.0,0.1,16.0,0.25,grid,3.0,0.001
0.1,3.0,1.0,0.1,16.0,0.0,grid,1.0,1e-05
0.12,3.0,1.0,0.1,16.0,0.0,grid,1.0,0.001
0.0991,3.0,1.0,0.1,16.0,0.0,grid,3.0,1e-05
0.123,3.0,1.0,0.1,16.0,0.0,grid,3.0,0.001
0.0869,3.0,1.0,0.1,64.0,0.5,grid,1.0,1e-05
0.1492,3.0,1.0,0.1,64.0,0.5,grid,1.0,0.001
0.1085,3.0,1.0,0.1,64.0,0.5,grid,3.0,1e-05
0.1408,3.0,1.0,0.1,64.0,0.5,grid,3.0,0.001
0.1693,3.0,1.0,0.1,64.0,0.25,grid,1.0,1e-05
0.1445,3.0,1.0,0.1,64.0,0.25,grid,1.0,0.001
0.1146,3.0,1.0,0.1,64.0,0.25,grid,3.0,1e-05
0.0995,3.0,1.0,0.1,64.0,0.25,grid,3.0,0.001
0.1037,3.0,1.0,0.1,64.0,0.0,grid,1.0,1e-05
0.1232,3.0,1.0,0.1,64.0,0.0,grid,1.0,0.001
0.1091,3.0,1.0,0.1,64.0,0.0,grid,3.0,1e-05
0.1681,3.0,1.0,0.1,64.0,0.0,grid,3.0,0.001
0.1251,3.0,1.0,0.1,128.0,0.5,grid,1.0,1e-05
0.1588,3.0,1.0,0.1,128.0,0.5,grid,1.0,0.001
0.1003,3.0,1.0,0.1,128.0,0.5,grid,3.0,1e-05
0.11,3.0,1.0,0.1,128.0,0.5,grid,3.0,0.001
0.1394,3.0,1.0,0.1,128.0,0.25,grid,1.0,1e-05
0.1134,3.0,1.0,0.1,128.0,0.25,grid,1.0,0.001
0.1262,3.0,1.0,0.1,128.0,0.25,grid,3.0,1e-05
0.1069,3.0,1.0,0.1,128.0,0.25,grid,3.0,0.001
0.1158,3.0,1.0,0.1,128.0,0.0,grid,1.0,1e-05
0.1445,3.0,1.0,0.1,128.0,0.0,grid,1.0,0.001
0.1423,3.0,1.0,0.1,128.0,0.0,grid,3.0,1e-05
0.1062,3.0,1.0,0.1,128.0,0.0,grid,3.0,0.001
0.2901,5.0,0.0,1e-05,16.0,0.5,grid,1.0,1e-05
0.2901,5.0,0.0,1e-05,16.0,0.5,grid,1.0,0.001
0.2001,5.0,0.0,1e-05,16.0,0.5,grid,3.0,1e-05
0.2001,5.0,0.0,1e-05,16.0,0.5,grid,3.0,0.001
0.2964,5.0,0.0,1e-05,16.0,0.25,grid,1.0,1e-05
0.2964,5.0,0.0,1e-05,16.0,0.25,grid,1.0,0.001
0.2039,5.0,0.0,1e-05,16.0,0.25,grid,3.0,1e-05
0.2039,5.0,0.0,1e-05,16.0,0.25,grid,3.0,0.001
0.2979,5.0,0.0,1e-05,16.0,0.0,grid,1.0,1e-05
0.2979,5.0,0.0,1e-05,16.0,0.0,grid,1.0,0.001
0.2112,5.0,0.0,1e-05,16.0,0.0,grid,3.0,1e-05
0.2112,5.0,0.0,1e-05,16.0,0.0,grid,3.0,0.001
0.356,5.0,0.0,1e-05,64.0,0.5,grid,1.0,1e-05
0.356,5.0,0.0,1e-05,64.0,0.5,grid,1.0,0.001
0.275,5.0,0.0,1e-05,64.0,0.5,grid,3.0,1e-05
0.275,5.0,0.0,1e-05,64.0,0.5,grid,3.0,0.001
0.3621,5.0,0.0,1e-05,64.0,0.25,grid,1.0,1e-05
0.3621,5.0,0.0,1e-05,64.0,0.25,grid,1.0,0.001
0.2786,5.0,0.0,1e-05,64.0,0.25,grid,3.0,1e-05
0.2786,5.0,0.0,1e-05,64.0,0.25,grid,3.0,0.001
0.3622,5.0,0.0,1e-05,64.0,0.0,grid,1.0,1e-05
0.3622,5.0,0.0,1e-05,64.0,0.0,grid,1.0,0.001
0.2807,5.0,0.0,1e-05,64.0,0.0,grid,3.0,1e-05
0.2807,5.0,0.0,1e-05,64.0,0.0,grid,3.0,0.001
0.4026,5.0,0.0,1e-05,128.0,0.5,grid,1.0,1e-05
0.4026,5.0,0.0,1e-05,128.0,0.5,grid,1.0,0.001
0.3225,5.0,0.0,1e-05,128.0,0.5,grid,3.0,1e-05
0.3225,5.0,0.0,1e-05,128.0,0.5,grid,3.0,0.001
0.4014,5.0,0.0,1e-05,128.0,0.25,grid,1.0,1e-05
0.4014,5.0,0.0,1e-05,128.0,0.25,grid,1.0,0.001
0.3271,5.0,0.0,1e-05,128.0,0.25,grid,3.0,1e-05
0.3271,5.0,0.0,1e-05,128.0,0.25,grid,3.0,0.001
0.4013,5.0,0.0,1e-05,128.0,0.0,grid,1.0,1e-05
0.4013,5.0,0.0,1e-05,128.0,0.0,grid,1.0,0.001
0.3287,5.0,0.0,1e-05,128.0,0.0,grid,3.0,1e-05
0.3287,5.0,0.0,1e-05,128.0,0.0,grid,3.0,0.001
0.3845,5.0,0.0,0.0001,16.0,0.5,grid,1.0,1e-05
0.3832,5.0,0.0,0.0001,16.0,0.5,grid,1.0,0.001
0.2905,5.0,0.0,0.0001,16.0,0.5,grid,3.0,1e-05
0.29,5.0,0.0,0.0001,16.0,0.5,grid,3.0,0.001
0.3856,5.0,0.0,0.0001,16.0,0.25,grid,1.0,1e-05
0.3874,5.0,0.0,0.0001,16.0,0.25,grid,1.0,0.001
0.2926,5.0,0.0,0.0001,16.0,0.25,grid,3.0,1e-05
0.2961,5.0,0.0,0.0001,16.0,0.25,grid,3.0,0.001
0.389,5.0,0.0,0.0001,16.0,0.0,grid,1.0,1e-05
0.3887,5.0,0.0,0.0001,16.0,0.0,grid,1.0,0.001
0.3126,5.0,0.0,0.0001,16.0,0.0,grid,3.0,1e-05
0.3127,5.0,0.0,0.0001,16.0,0.0,grid,3.0,0.001
0.4499,5.0,0.0,0.0001,64.0,0.5,grid,1.0,1e-05
0.4531,5.0,0.0,0.0001,64.0,0.5,grid,1.0,0.001
0.3949,5.0,0.0,0.0001,64.0,0.5,grid,3.0,1e-05
0.3916,5.0,0.0,0.0001,64.0,0.5,grid,3.0,0.001
0.4501,5.0,0.0,0.0001,64.0,0.25,grid,1.0,1e-05
0.45,5.0,0.0,0.0001,64.0,0.25,grid,1.0,0.001
0.3974,5.0,0.0,0.0001,64.0,0.25,grid,3.0,1e-05
0.4009,5.0,0.0,0.0001,64.0,0.25,grid,3.0,0.001
0.4555,5.0,0.0,0.0001,64.0,0.0,grid,1.0,1e-05
0.4476,5.0,0.0,0.0001,64.0,0.0,grid,1.0,0.001
0.404,5.0,0.0,0.0001,64.0,0.0,grid,3.0,1e-05
0.4015,5.0,0.0,0.0001,64.0,0.0,grid,3.0,0.001
0.4793,5.0,0.0,0.0001,128.0,0.5,grid,1.0,1e-05
0.4867,5.0,0.0,0.0001,128.0,0.5,grid,1.0,0.001
0.4636,5.0,0.0,0.0001,128.0,0.5,grid,3.0,1e-05
0.4643,5.0,0.0,0.0001,128.0,0.5,grid,3.0,0.001
0.4891,5.0,0.0,0.0001,128.0,0.25,grid,1.0,1e-05
0.4845,5.0,0.0,0.0001,128.0,0.25,grid,1.0,0.001
0.4617,5.0,0.0,0.0001,128.0,0.25,grid,3.0,1e-05
0.4611,5.0,0.0,0.0001,128.0,0.25,grid,3.0,0.001
0.49,5.0,0.0,0.0001,128.0,0.0,grid,1.0,1e-05
0.4902,5.0,0.0,0.0001,128.0,0.0,grid,1.0,0.001
0.4646,5.0,0.0,0.0001,128.0,0.0,grid,3.0,1e-05
0.4663,5.0,0.0,0.0001,128.0,0.0,grid,3.0,0.001
0.1,5.0,0.0,0.1,16.0,0.5,grid,1.0,1e-05
0.1,5.0,0.0,0.1,16.0,0.5,grid,1.0,0.001
0.1,5.0,0.0,0.1,16.0,0.5,grid,3.0,1e-05
0.1,5.0,0.0,0.1,16.0,0.5,grid,3.0,0.001
0.1,5.0,0.0,0.1,16.0,0.25,grid,1.0,1e-05
0.1,5.0,0.0,0.1,16.0,0.25,grid,1.0,0.001
0.1,5.0,0.0,0.1,16.0,0.25,grid,3.0,1e-05
0.1,5.0,0.0,0.1,16.0,0.25,grid,3.0,0.001
0.1,5.0,0.0,0.1,16.0,0.0,grid,1.0,1e-05
0.1,5.0,0.0,0.1,16.0,0.0,grid,1.0,0.001
0.1,5.0,0.0,0.1,16.0,0.0,grid,3.0,1e-05
0.1,5.0,0.0,0.1,16.0,0.0,grid,3.0,0.001
0.1,5.0,0.0,0.1,64.0,0.5,grid,1.0,1e-05
0.1,5.0,0.0,0.1,64.0,0.5,grid,1.0,0.001
0.1,5.0,0.0,0.1,64.0,0.5,grid,3.0,1e-05
0.1,5.0,0.0,0.1,64.0,0.5,grid,3.0,0.001
0.1001,5.0,0.0,0.1,64.0,0.25,grid,1.0,1e-05
0.1,5.0,0.0,0.1,64.0,0.25,grid,1.0,0.001
0.1,5.0,0.0,0.1,64.0,0.25,grid,3.0,1e-05
0.1,5.0,0.0,0.1,64.0,0.25,grid,3.0,0.001
0.1,5.0,0.0,0.1,64.0,0.0,grid,1.0,1e-05
0.1,5.0,0.0,0.1,64.0,0.0,grid,1.0,0.001
0.1,5.0,0.0,0.1,64.0,0.0,grid,3.0,1e-05
0.1,5.0,0.0,0.1,64.0,0.0,grid,3.0,0.001
0.1,5.0,0.0,0.1,128.0,0.5,grid,1.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.5,grid,1.0,0.001
0.1,5.0,0.0,0.1,128.0,0.5,grid,3.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.5,grid,3.0,0.001
0.1,5.0,0.0,0.1,128.0,0.25,grid,1.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.25,grid,1.0,0.001
0.1,5.0,0.0,0.1,128.0,0.25,grid,3.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.25,grid,3.0,0.001
0.1,5.0,0.0,0.1,128.0,0.0,grid,1.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.0,grid,1.0,0.001
0.1,5.0,0.0,0.1,128.0,0.0,grid,3.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.0,grid,3.0,0.001
0.2946,5.0,1.0,1e-05,16.0,0.5,grid,1.0,1e-05
0.2946,5.0,1.0,1e-05,16.0,0.5,grid,1.0,0.001
0.2054,5.0,1.0,1e-05,16.0,0.5,grid,3.0,1e-05
0.2054,5.0,1.0,1e-05,16.0,0.5,grid,3.0,0.001
0.298,5.0,1.0,1e-05,16.0,0.25,grid,1.0,1e-05
0.298,5.0,1.0,1e-05,16.0,0.25,grid,1.0,0.001
0.2129,5.0,1.0,1e-05,16.0,0.25,grid,3.0,1e-05
0.2129,5.0,1.0,1e-05,16.0,0.25,grid,3.0,0.001
0.2988,5.0,1.0,1e-05,16.0,0.0,grid,1.0,1e-05
0.2988,5.0,1.0,1e-05,16.0,0.0,grid,1.0,0.001
0.2132,5.0,1.0,1e-05,16.0,0.0,grid,3.0,1e-05
0.2132,5.0,1.0,1e-05,16.0,0.0,grid,3.0,0.001
0.3594,5.0,1.0,1e-05,64.0,0.5,grid,1.0,1e-05
0.3594,5.0,1.0,1e-05,64.0,0.5,grid,1.0,0.001
0.2768,5.0,1.0,1e-05,64.0,0.5,grid,3.0,1e-05
0.2768,5.0,1.0,1e-05,64.0,0.5,grid,3.0,0.001
0.361,5.0,1.0,1e-05,64.0,0.25,grid,1.0,1e-05
0.361,5.0,1.0,1e-05,64.0,0.25,grid,1.0,0.001
0.2796,5.0,1.0,1e-05,64.0,0.25,grid,3.0,1e-05
0.2796,5.0,1.0,1e-05,64.0,0.25,grid,3.0,0.001
0.364,5.0,1.0,1e-05,64.0,0.0,grid,1.0,1e-05
0.364,5.0,1.0,1e-05,64.0,0.0,grid,1.0,0.001
0.2805,5.0,1.0,1e-05,64.0,0.0,grid,3.0,1e-05
0.2805,5.0,1.0,1e-05,64.0,0.0,grid,3.0,0.001
0.4013,5.0,1.0,1e-05,128.0,0.5,grid,1.0,1e-05
0.4013,5.0,1.0,1e-05,128.0,0.5,grid,1.0,0.001
0.3256,5.0,1.0,1e-05,128.0,0.5,grid,3.0,1e-05
0.3256,5.0,1.0,1e-05,128.0,0.5,grid,3.0,0.001
0.4038,5.0,1.0,1e-05,128.0,0.25,grid,1.0,1e-05
0.4038,5.0,1.0,1e-05,128.0,0.25,grid,1.0,0.001
0.3332,5.0,1.0,1e-05,128.0,0.25,grid,3.0,1e-05
0.3332,5.0,1.0,1e-05,128.0,0.25,grid,3.0,0.001
0.4062,5.0,1.0,1e-05,128.0,0.0,grid,1.0,1e-05
0.4062,5.0,1.0,1e-05,128.0,0.0,grid,1.0,0.001
0.3321,5.0,1.0,1e-05,128.0,0.0,grid,3.0,1e-05
0.3321,5.0,1.0,1e-05,128.0,0.0,grid,3.0,0.001
0.3858,5.0,1.0,0.0001,16.0,0.5,grid,1.0,1e-05
0.3862,5.0,1.0,0.0001,16.0,0.5,grid,1.0,0.001
0.2988,5.0,1.0,0.0001,16.0,0.5,grid,3.0,1e-05
0.2999,5.0,1.0,0.0001,16.0,0.5,grid,3.0,0.001
0.3846,5.0,1.0,0.0001,16.0,0.25,grid,1.0,1e-05
0.3836,5.0,1.0,0.0001,16.0,0.25,grid,1.0,0.001
0.3139,5.0,1.0,0.0001,16.0,0.25,grid,3.0,1e-05
0.3112,5.0,1.0,0.0001,16.0,0.25,grid,3.0,0.001
0.3942,5.0,1.0,0.0001,16.0,0.0,grid,1.0,1e-05
0.3951,5.0,1.0,0.0001,16.0,0.0,grid,1.0,0.001
0.3246,5.0,1.0,0.0001,16.0,0.0,grid,3.0,1e-05
0.3247,5.0,1.0,0.0001,16.0,0.0,grid,3.0,0.001
0.4574,5.0,1.0,0.0001,64.0,0.5,grid,1.0,1e-05
0.4518,5.0,1.0,0.0001,64.0,0.5,grid,1.0,0.001
0.4079,5.0,1.0,0.0001,64.0,0.5,grid,3.0,1e-05
0.4054,5.0,1.0,0.0001,64.0,0.5,grid,3.0,0.001
0.458,5.0,1.0,0.0001,64.0,0.25,grid,1.0,1e-05
0.4554,5.0,1.0,0.0001,64.0,0.25,grid,1.0,0.001
0.4105,5.0,1.0,0.0001,64.0,0.25,grid,3.0,1e-05
0.412,5.0,1.0,0.0001,64.0,0.25,grid,3.0,0.001
0.4539,5.0,1.0,0.0001,64.0,0.0,grid,1.0,1e-05
0.4556,5.0,1.0,0.0001,64.0,0.0,grid,1.0,0.001
0.4187,5.0,1.0,0.0001,64.0,0.0,grid,3.0,1e-05
0.42,5.0,1.0,0.0001,64.0,0.0,grid,3.0,0.001
0.4825,5.0,1.0,0.0001,128.0,0.5,grid,1.0,1e-05
0.4878,5.0,1.0,0.0001,128.0,0.5,grid,1.0,0.001
0.4677,5.0,1.0,0.0001,128.0,0.5,grid,3.0,1e-05
0.4684,5.0,1.0,0.0001,128.0,0.5,grid,3.0,0.001
0.4904,5.0,1.0,0.0001,128.0,0.25,grid,1.0,1e-05
0.4906,5.0,1.0,0.0001,128.0,0.25,grid,1.0,0.001
0.4693,5.0,1.0,0.0001,128.0,0.25,grid,3.0,1e-05
0.4682,5.0,1.0,0.0001,128.0,0.25,grid,3.0,0.001
0.4977,5.0,1.0,0.0001,128.0,0.0,grid,1.0,1e-05
0.5009,5.0,1.0,0.0001,128.0,0.0,grid,1.0,0.001
0.4724,5.0,1.0,0.0001,128.0,0.0,grid,3.0,1e-05
0.4712,5.0,1.0,0.0001,128.0,0.0,grid,3.0,0.001
0.1083,5.0,1.0,0.1,16.0,0.5,grid,1.0,1e-05
0.1035,5.0,1.0,0.1,16.0,0.5,grid,1.0,0.001
0.1109,5.0,1.0,0.1,16.0,0.5,grid,3.0,1e-05
0.1033,5.0,1.0,0.1,16.0,0.5,grid,3.0,0.001
0.1041,5.0,1.0,0.1,16.0,0.25,grid,1.0,1e-05
0.1028,5.0,1.0,0.1,16.0,0.25,grid,1.0,0.001
0.0973,5.0,1.0,0.1,16.0,0.25,grid,3.0,1e-05
0.0974,5.0,1.0,0.1,16.0,0.25,grid,3.0,0.001
0.1185,5.0,1.0,0.1,16.0,0.0,grid,1.0,1e-05
0.1007,5.0,1.0,0.1,16.0,0.0,grid,1.0,0.001
0.103,5.0,1.0,0.1,16.0,0.0,grid,3.0,1e-05
0.1128,5.0,1.0,0.1,16.0,0.0,grid,3.0,0.001
0.1113,5.0,1.0,0.1,64.0,0.5,grid,1.0,1e-05
0.1007,5.0,1.0,0.1,64.0,0.5,grid,1.0,0.001
0.0999,5.0,1.0,0.1,64.0,0.5,grid,3.0,1e-05
0.0995,5.0,1.0,0.1,64.0,0.5,grid,3.0,0.001
0.108,5.0,1.0,0.1,64.0,0.25,grid,1.0,1e-05
0.1078,5.0,1.0,0.1,64.0,0.25,grid,1.0,0.001
0.0999,5.0,1.0,0.1,64.0,0.25,grid,3.0,1e-05
0.1002,5.0,1.0,0.1,64.0,0.25,grid,3.0,0.001
0.1355,5.0,1.0,0.1,64.0,0.0,grid,1.0,1e-05
0.1184,5.0,1.0,0.1,64.0,0.0,grid,1.0,0.001
0.1031,5.0,1.0,0.1,64.0,0.0,grid,3.0,1e-05
0.1531,5.0,1.0,0.1,64.0,0.0,grid,3.0,0.001
0.1373,5.0,1.0,0.1,128.0,0.5,grid,1.0,1e-05
0.127,5.0,1.0,0.1,128.0,0.5,grid,1.0,0.001
0.1318,5.0,1.0,0.1,128.0,0.5,grid,3.0,1e-05
0.1004,5.0,1.0,0.1,128.0,0.5,grid,3.0,0.001
0.1023,5.0,1.0,0.1,128.0,0.25,grid,1.0,1e-05
0.1079,5.0,1.0,0.1,128.0,0.25,grid,1.0,0.001
0.1009,5.0,1.0,0.1,128.0,0.25,grid,3.0,1e-05
0.125,5.0,1.0,0.1,128.0,0.25,grid,3.0,0.001
0.1039,5.0,1.0,0.1,128.0,0.0,grid,1.0,1e-05
0.1086,5.0,1.0,0.1,128.0,0.0,grid,1.0,0.001
0.1064,5.0,1.0,0.1,128.0,0.0,grid,3.0,1e-05
0.1171,5.0,1.0,0.1,128.0,0.0,grid,3.0,0.001
0.4164,5.0,0.0,6.951927961775606e-05,32.0,0.25,random,1.0,2.1544346900318823e-05
0.2803,5.0,1.0,2.06913808111479e-05,32.0,0.25,random,3.0,0.00046415888336127773
0.4742,5.0,0.0,0.0007847599703514606,32.0,0.0,random,3.0,0.00046415888336127773
0.1223,3.0,1.0,3.359818286283781e-06,32.0,0.0,random,3.0,0.002154434690031882
0.3183,1.0,1.0,3.359818286283781e-06,64.0,0.0,random,1.0,0.01
0.2942,3.0,1.0,0.00012742749857031334,16.0,0.0,random,3.0,0.0001
0.1,1.0,1.0,0.00012742749857031334,64.0,0.0,random,3.0,4.641588833612782e-05
0.1647,3.0,1.0,0.008858667904100823,32.0,0.0,random,1.0,1e-05
0.3461,1.0,0.0,6.158482110660267e-06,64.0,0.25,random,1.0,0.01
0.4909,3.0,1.0,0.0014384498882876629,32.0,0.25,random,1.0,0.01
0.4346,5.0,1.0,0.00023357214690901214,16.0,0.5,random,1.0,2.1544346900318823e-05
0.1,1.0,1.0,0.004832930238571752,64.0,0.0,random,3.0,0.00046415888336127773
0.1,1.0,0.0,1e-06,64.0,0.5,random,3.0,0.01
0.1554,3.0,0.0,0.01623776739188721,64.0,0.5,random,3.0,0.00046415888336127773
0.1409,5.0,1.0,0.0014384498882876629,64.0,0.5,random,1.0,0.004641588833612777
0.3503,1.0,0.0,3.359818286283781e-06,128.0,0.5,random,1.0,0.00021544346900318823
0.1,1.0,1.0,0.00023357214690901214,64.0,0.0,random,3.0,0.00021544346900318823
0.1599,5.0,1.0,0.01623776739188721,32.0,0.0,random,3.0,2.1544346900318823e-05
0.3181,3.0,1.0,0.01623776739188721,16.0,0.25,random,3.0,0.004641588833612777
0.1,5.0,0.0,0.029763514416313194,16.0,0.5,random,3.0,0.01
0.1,1.0,0.0,6.158482110660267e-06,16.0,0.5,random,3.0,0.0001
0.4112,3.0,1.0,2.06913808111479e-05,64.0,0.5,random,1.0,0.0001
0.3266,5.0,0.0,1.8329807108324375e-06,128.0,0.25,random,1.0,0.0001
0.1,1.0,1.0,0.1,32.0,0.25,random,3.0,4.641588833612782e-05
0.4126,3.0,1.0,0.0004281332398719391,32.0,0.0,random,3.0,4.641588833612782e-05
0.2525,3.0,1.0,6.158482110660267e-06,128.0,0.0,random,3.0,2.1544346900318823e-05
0.1,3.0,0.0,0.029763514416313194,128.0,0.5,random,1.0,4.641588833612782e-05
0.1,1.0,0.0,0.0026366508987303583,16.0,0.5,random,3.0,1e-05
0.1879,1.0,1.0,3.359818286283781e-06,32.0,0.5,random,1.0,0.001
0.3668,5.0,0.0,6.951927961775606e-05,64.0,0.5,random,3.0,1e-05
0.1142,5.0,1.0,0.029763514416313194,32.0,0.0,random,1.0,0.004641588833612777
0.4229,1.0,1.0,0.004832930238571752,128.0,0.5,random,1.0,0.00046415888336127773
0.4465,3.0,0.0,0.00023357214690901214,16.0,0.0,random,1.0,4.641588833612782e-05
0.1,1.0,0.0,2.06913808111479e-05,32.0,0.25,random,3.0,0.00021544346900318823
0.1763,1.0,1.0,0.1,64.0,0.0,random,1.0,0.001
0.3698,3.0,0.0,3.359818286283781e-06,128.0,0.25,random,1.0,1e-05
0.2983,5.0,0.0,6.951927961775606e-05,16.0,0.0,random,3.0,2.1544346900318823e-05
0.1144,3.0,0.0,1.8329807108324375e-06,32.0,0.5,random,3.0,4.641588833612782e-05
0.1,1.0,0.0,0.1,32.0,0.5,random,1.0,0.004641588833612777
0.419,3.0,0.0,1.1288378916846883e-05,128.0,0.0,random,1.0,4.641588833612782e-05
0.2922,5.0,1.0,6.158482110660267e-06,128.0,0.25,random,3.0,2.1544346900318823e-05
0.3465,3.0,0.0,0.008858667904100823,64.0,0.5,random,3.0,0.00021544346900318823
0.1,3.0,0.0,0.01623776739188721,64.0,0.0,random,1.0,0.001
0.4498,3.0,0.0,0.0014384498882876629,128.0,0.0,random,1.0,0.002154434690031882
0.1,1.0,0.0,0.01623776739188721,16.0,0.25,random,3.0,0.00046415888336127773
0.507,5.0,0.0,0.00023357214690901214,128.0,0.25,random,3.0,2.1544346900318823e-05
0.4258,3.0,0.0,0.004832930238571752,16.0,0.0,random,3.0,1e-05
0.2589,5.0,0.0,0.01623776739188721,32.0,0.0,random,3.0,0.004641588833612777
0.1,5.0,0.0,0.05455594781168514,128.0,0.25,random,1.0,2.1544346900318823e-05
0.3495,3.0,0.0,6.951927961775606e-05,64.0,0.0,random,3.0,0.01
0.1216,3.0,0.0,3.359818286283781e-06,32.0,0.25,random,3.0,0.0001
0.4569,1.0,0.0,0.00023357214690901214,32.0,0.0,random,1.0,0.0001
0.4539,1.0,1.0,0.0014384498882876629,64.0,0.5,random,1.0,0.001
0.1,1.0,0.0,0.004832930238571752,32.0,0.5,random,3.0,0.002154434690031882
0.4533,5.0,0.0,0.00012742749857031334,64.0,0.25,random,1.0,1e-05
0.1854,1.0,1.0,1.8329807108324375e-06,32.0,0.5,random,1.0,4.641588833612782e-05
0.4467,1.0,0.0,0.0014384498882876629,128.0,0.25,random,1.0,0.004641588833612777
0.4133,3.0,0.0,2.06913808111479e-05,64.0,0.25,random,1.0,0.002154434690031882
0.1854,1.0,1.0,1.8329807108324375e-06,32.0,0.5,random,1.0,1e-05
0.3904,1.0,1.0,1.1288378916846883e-05,64.0,0.0,random,1.0,4.641588833612782e-05
0.1333,5.0,1.0,0.05455594781168514,128.0,0.25,random,3.0,0.00021544346900318823
0.1825,5.0,1.0,0.01623776739188721,64.0,0.5,random,3.0,0.01
0.3893,3.0,1.0,0.0004281332398719391,32.0,0.5,random,3.0,2.1544346900318823e-05
0.3697,5.0,1.0,0.00023357214690901214,16.0,0.0,random,3.0,0.00021544346900318823
0.3977,5.0,1.0,2.06913808111479e-05,64.0,0.5,random,1.0,0.0001
0.2732,1.0,0.0,1.8329807108324375e-06,64.0,0.5,random,1.0,0.01
0.2535,5.0,1.0,1.8329807108324375e-06,128.0,0.5,random,3.0,4.641588833612782e-05
0.1,5.0,0.0,0.008858667904100823,128.0,0.5,random,3.0,1e-05
0.1555,3.0,1.0,0.029763514416313194,128.0,0.5,random,1.0,0.004641588833612777
0.1,1.0,0.0,6.158482110660267e-06,16.0,0.25,random,3.0,0.001
0.2811,1.0,1.0,1e-06,128.0,0.25,random,1.0,0.00021544346900318823
0.1318,5.0,1.0,0.1,128.0,0.5,random,3.0,1e-05
0.2522,5.0,0.0,3.359818286283781e-06,64.0,0.5,random,3.0,0.004641588833612777
0.234,3.0,1.0,3.792690190732254e-05,16.0,0.0,random,3.0,0.00046415888336127773
0.3886,5.0,0.0,3.792690190732254e-05,32.0,0.25,random,1.0,1e-05
0.2696,3.0,0.0,2.06913808111479e-05,64.0,0.5,random,3.0,0.002154434690031882
0.1,5.0,0.0,0.05455594781168514,16.0,0.25,random,3.0,0.00021544346900318823
0.4742,3.0,1.0,0.0026366508987303583,32.0,0.0,random,3.0,0.01
0.0998,5.0,1.0,0.05455594781168514,64.0,0.5,random,3.0,1e-05
0.4228,1.0,1.0,0.0026366508987303583,16.0,0.0,random,1.0,0.004641588833612777
0.1,1.0,0.0,0.004832930238571752,128.0,0.5,random,1.0,2.1544346900318823e-05
0.4954,3.0,1.0,6.951927961775606e-05,128.0,0.0,random,1.0,0.002154434690031882
0.4266,3.0,1.0,0.00012742749857031334,128.0,0.0,random,3.0,0.0001
0.4417,1.0,1.0,0.0004281332398719391,16.0,0.25,random,1.0,0.0001
0.3121,3.0,0.0,6.951927961775606e-05,32.0,0.5,random,3.0,0.01
0.2326,3.0,0.0,2.06913808111479e-05,32.0,0.5,random,3.0,0.0001
0.2899,5.0,1.0,3.359818286283781e-06,32.0,0.0,random,1.0,0.01
0.1,5.0,0.0,0.01623776739188721,128.0,0.25,random,3.0,0.0001
