accuracy,filter_size,leaky_relu,learning_rate,n_filters,p_dropout,search_type,stride,weight_decay
0.314,1.0,1.0,3.359818286283781e-06,64.0,0.25,random,1.0,2.1544346900318823e-05
0.1245,3.0,1.0,0.029763514416313194,128.0,0.25,random,3.0,0.0001
0.4341,5.0,1.0,2.06913808111479e-05,128.0,0.5,random,1.0,0.001
0.1,3.0,0.0,0.004832930238571752,16.0,0.25,random,1.0,0.001
0.4345,3.0,0.0,3.792690190732254e-05,64.0,0.5,random,1.0,0.01
0.1215,3.0,1.0,0.1,128.0,0.0,random,1.0,0.00046415888336127773
0.1,1.0,1.0,0.05455594781168514,32.0,0.25,random,3.0,0.00021544346900318823
0.3059,3.0,1.0,6.158482110660267e-06,16.0,0.0,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.01623776739188721,32.0,0.0,random,3.0,0.00021544346900318823
0.3232,3.0,0.0,6.158482110660267e-06,32.0,0.5,random,1.0,0.00046415888336127773
0.1579,3.0,1.0,0.004832930238571752,32.0,0.0,random,1.0,0.004641588833612777
0.1,1.0,0.0,0.004832930238571752,32.0,0.5,random,3.0,0.00046415888336127773
0.4488,1.0,0.0,0.0014384498882876629,64.0,0.25,random,1.0,0.0001
0.1726,3.0,1.0,1.8329807108324375e-06,16.0,0.25,random,1.0,0.004641588833612777
0.3391,5.0,0.0,0.004832930238571752,128.0,0.5,random,3.0,0.004641588833612777
0.1,1.0,1.0,0.0004281332398719391,32.0,0.0,random,3.0,2.1544346900318823e-05
0.1,3.0,0.0,1e-06,128.0,0.5,random,3.0,0.00021544346900318823
0.1,1.0,1.0,3.792690190732254e-05,64.0,0.25,random,3.0,0.001
0.1,1.0,1.0,1.8329807108324375e-06,32.0,0.25,random,3.0,0.004641588833612777
0.4837,5.0,1.0,0.00012742749857031334,128.0,0.0,random,3.0,0.004641588833612777
0.3871,1.0,0.0,1.1288378916846883e-05,64.0,0.0,random,1.0,1e-05
0.4414,5.0,0.0,0.0026366508987303583,16.0,0.25,random,3.0,4.641588833612782e-05
0.1,3.0,0.0,0.1,128.0,0.0,random,3.0,0.002154434690031882
0.1282,5.0,1.0,0.008858667904100823,32.0,0.0,random,1.0,0.00021544346900318823
0.5181,5.0,1.0,0.0007847599703514606,128.0,0.25,random,3.0,0.004641588833612777
0.1084,3.0,1.0,0.05455594781168514,32.0,0.25,random,1.0,0.001
0.1,1.0,1.0,0.00023357214690901214,128.0,0.5,random,3.0,4.641588833612782e-05
0.1,1.0,1.0,0.05455594781168514,64.0,0.25,random,3.0,0.01
0.2142,5.0,1.0,1.1288378916846883e-05,16.0,0.25,random,3.0,4.641588833612782e-05
0.303,5.0,0.0,0.00012742749857031334,16.0,0.5,random,3.0,0.00046415888336127773
0.1,1.0,1.0,0.0007847599703514606,64.0,0.0,random,3.0,0.002154434690031882
0.3329,1.0,0.0,1.1288378916846883e-05,32.0,0.0,random,1.0,0.00021544346900318823
0.1,1.0,1.0,1e-06,64.0,0.25,random,3.0,0.002154434690031882
0.4647,5.0,0.0,0.0007847599703514606,128.0,0.25,random,1.0,0.00046415888336127773
0.444,1.0,1.0,0.0014384498882876629,16.0,0.0,random,1.0,1e-05
0.3029,3.0,0.0,6.158482110660267e-06,16.0,0.0,random,1.0,0.01
0.2275,1.0,1.0,6.158482110660267e-06,32.0,0.5,random,1.0,0.004641588833612777
0.3592,5.0,0.0,0.0026366508987303583,64.0,0.0,random,1.0,0.004641588833612777
0.3639,5.0,0.0,1.1288378916846883e-05,64.0,0.25,random,1.0,0.004641588833612777
0.4385,5.0,0.0,0.0014384498882876629,16.0,0.0,random,1.0,0.001
0.1,1.0,1.0,0.008858667904100823,64.0,0.25,random,3.0,0.01
0.1,1.0,1.0,1.8329807108324375e-06,32.0,0.25,random,3.0,0.00021544346900318823
0.266,5.0,0.0,3.359818286283781e-06,128.0,0.5,random,3.0,0.001
0.3937,5.0,1.0,3.792690190732254e-05,32.0,0.25,random,1.0,0.01
0.1,3.0,0.0,0.05455594781168514,16.0,0.25,random,1.0,0.0001
0.4972,5.0,0.0,0.00023357214690901214,128.0,0.25,random,1.0,1e-05
0.2796,5.0,0.0,0.008858667904100823,128.0,0.25,random,3.0,4.641588833612782e-05
0.225,1.0,1.0,0.01623776739188721,128.0,0.0,random,1.0,0.0001
0.1,1.0,0.0,0.029763514416313194,32.0,0.0,random,1.0,0.004641588833612777
0.1134,3.0,1.0,0.008858667904100823,128.0,0.0,random,1.0,0.002154434690031882
0.3026,5.0,1.0,1.8329807108324375e-06,64.0,0.0,random,1.0,0.0001
0.224,1.0,1.0,0.01623776739188721,128.0,0.25,random,1.0,0.0001
0.2107,3.0,1.0,3.359818286283781e-06,128.0,0.5,random,3.0,0.002154434690031882
0.1183,5.0,0.0,1e-06,16.0,0.5,random,3.0,0.004641588833612777
0.1,1.0,0.0,6.158482110660267e-06,128.0,0.5,random,3.0,4.641588833612782e-05
0.1,5.0,1.0,1e-06,32.0,0.0,random,3.0,0.00021544346900318823
0.1,3.0,0.0,0.008858667904100823,64.0,0.5,random,1.0,0.01
0.1,1.0,1.0,6.158482110660267e-06,128.0,0.5,random,3.0,0.004641588833612777
0.3696,1.0,1.0,0.008858667904100823,16.0,0.0,random,1.0,2.1544346900318823e-05
0.1,1.0,1.0,0.0014384498882876629,32.0,0.25,random,3.0,1e-05
0.0999,1.0,1.0,0.1,16.0,0.5,random,1.0,0.0001
0.1,5.0,0.0,0.05455594781168514,128.0,0.5,random,3.0,4.641588833612782e-05
0.1,1.0,0.0,2.06913808111479e-05,64.0,0.0,random,3.0,0.00021544346900318823
0.2547,5.0,0.0,1.8329807108324375e-06,128.0,0.0,random,3.0,0.01
0.2149,5.0,1.0,1e-06,128.0,0.25,random,3.0,0.004641588833612777
0.409,1.0,1.0,0.008858667904100823,64.0,0.25,random,1.0,2.1544346900318823e-05
0.4,3.0,0.0,0.0004281332398719391,32.0,0.0,random,3.0,0.0001
0.4762,3.0,1.0,0.0007847599703514606,16.0,0.25,random,1.0,1e-05
0.2069,1.0,1.0,0.029763514416313194,64.0,0.5,random,1.0,1e-05
0.3885,3.0,1.0,0.004832930238571752,16.0,0.25,random,1.0,0.00046415888336127773
0.4392,5.0,1.0,0.00023357214690901214,16.0,0.25,random,1.0,0.001
0.5056,5.0,0.0,0.00023357214690901214,128.0,0.5,random,3.0,0.00046415888336127773
0.48,3.0,0.0,0.0004281332398719391,128.0,0.5,random,3.0,2.1544346900318823e-05
0.4451,1.0,1.0,0.0007847599703514606,16.0,0.0,random,1.0,2.1544346900318823e-05
0.1,5.0,0.0,0.008858667904100823,16.0,0.25,random,1.0,2.1544346900318823e-05
0.1,1.0,1.0,0.1,128.0,0.25,random,3.0,0.01
0.4169,5.0,0.0,0.004832930238571752,16.0,0.0,random,3.0,0.00021544346900318823
0.4127,1.0,1.0,0.004832930238571752,16.0,0.5,random,1.0,0.001
0.4443,3.0,0.0,0.00023357214690901214,16.0,0.25,random,1.0,4.641588833612782e-05
0.4767,5.0,0.0,6.951927961775606e-05,128.0,0.25,random,1.0,0.00021544346900318823
0.3231,3.0,1.0,3.792690190732254e-05,64.0,0.0,random,3.0,0.004641588833612777
0.4693,3.0,1.0,0.0014384498882876629,32.0,0.0,random,3.0,0.002154434690031882
0.1,1.0,0.0,6.951927961775606e-05,128.0,0.0,random,3.0,2.1544346900318823e-05
0.1,1.0,0.0,3.792690190732254e-05,128.0,0.5,random,3.0,0.00046415888336127773
0.1,1.0,0.0,1.1288378916846883e-05,32.0,0.5,random,3.0,0.001
0.3237,5.0,1.0,0.0014384498882876629,32.0,0.0,random,1.0,4.641588833612782e-05
0.3752,5.0,0.0,6.951927961775606e-05,16.0,0.25,random,1.0,0.001
0.3624,5.0,0.0,0.00023357214690901214,16.0,0.0,random,3.0,0.0001
0.1,5.0,0.0,0.1,16.0,0.5,random,1.0,0.002154434690031882
0.1045,5.0,1.0,0.0026366508987303583,32.0,0.0,random,1.0,2.1544346900318823e-05
0.2088,5.0,0.0,1.8329807108324375e-06,64.0,0.0,random,3.0,0.0001
0.4457,1.0,1.0,3.792690190732254e-05,64.0,0.25,random,1.0,2.1544346900318823e-05
0.4122,1.0,0.0,1.1288378916846883e-05,128.0,0.5,random,1.0,0.002154434690031882
0.3615,5.0,0.0,2.06913808111479e-05,32.0,0.0,random,1.0,1e-05
0.4595,5.0,0.0,0.00012742749857031334,64.0,0.0,random,1.0,4.641588833612782e-05
0.1174,5.0,1.0,0.05455594781168514,16.0,0.0,random,1.0,0.00046415888336127773
0.4448,1.0,1.0,2.06913808111479e-05,128.0,0.0,random,1.0,4.641588833612782e-05
0.1,1.0,1.0,0.008858667904100823,128.0,0.25,random,3.0,0.004641588833612777
0.303,5.0,0.0,1.8329807108324375e-06,64.0,0.0,random,1.0,2.1544346900318823e-05
0.4904,5.0,0.0,0.0004281332398719391,64.0,0.5,random,1.0,0.004641588833612777
0.4434,5.0,0.0,6.951927961775606e-05,128.0,0.25,random,3.0,0.002154434690031882
0.1,1.0,0.0,6.951927961775606e-05,32.0,0.0,random,3.0,2.1544346900318823e-05
0.1,1.0,0.0,1e-06,64.0,0.5,random,3.0,2.1544346900318823e-05
0.4811,5.0,0.0,0.0004281332398719391,64.0,0.0,random,1.0,0.0001
0.1,1.0,1.0,0.0026366508987303583,32.0,0.25,random,3.0,0.004641588833612777
0.5136,5.0,1.0,0.00023357214690901214,128.0,0.5,random,3.0,0.0001
0.1641,1.0,1.0,1e-06,16.0,0.5,random,1.0,0.00021544346900318823
0.1384,5.0,0.0,6.158482110660267e-06,16.0,0.5,random,3.0,0.004641588833612777
0.1822,5.0,1.0,6.158482110660267e-06,16.0,0.0,random,3.0,1e-05
0.105,5.0,1.0,0.008858667904100823,64.0,0.0,random,1.0,0.002154434690031882
0.2221,5.0,1.0,1.8329807108324375e-06,32.0,0.25,random,1.0,0.01
0.3831,5.0,1.0,0.008858667904100823,16.0,0.0,random,3.0,0.01
0.3288,5.0,1.0,1.8329807108324375e-06,128.0,0.25,random,1.0,0.001
0.1,1.0,0.0,1e-06,16.0,0.0,random,3.0,0.01
0.4745,3.0,1.0,0.0026366508987303583,64.0,0.5,random,3.0,0.002154434690031882
0.3903,3.0,0.0,0.008858667904100823,32.0,0.25,random,3.0,0.0001
0.4536,1.0,0.0,0.0014384498882876629,64.0,0.5,random,1.0,0.001
0.1652,3.0,0.0,1e-06,16.0,0.5,random,1.0,0.0001
0.1,1.0,1.0,1.8329807108324375e-06,128.0,0.5,random,3.0,0.0001
0.1426,5.0,0.0,1e-06,64.0,0.5,random,3.0,0.0001
0.1,1.0,0.0,0.0026366508987303583,128.0,0.25,random,3.0,0.00021544346900318823
0.1,3.0,0.0,0.05455594781168514,128.0,0.25,random,3.0,2.1544346900318823e-05
0.477,5.0,0.0,0.0004281332398719391,128.0,0.0,random,1.0,0.00021544346900318823
0.2529,5.0,0.0,1.8329807108324375e-06,128.0,0.25,random,3.0,1e-05
0.2042,1.0,1.0,0.1,64.0,0.25,random,1.0,1e-05
0.2552,5.0,0.0,3.359818286283781e-06,64.0,0.0,random,3.0,0.00021544346900318823
0.1,3.0,0.0,0.1,16.0,0.5,random,3.0,2.1544346900318823e-05
0.4888,3.0,0.0,0.0026366508987303583,128.0,0.0,random,3.0,0.00021544346900318823
0.4156,3.0,1.0,0.0014384498882876629,16.0,0.0,random,3.0,0.00046415888336127773
0.3653,3.0,0.0,6.158482110660267e-06,64.0,0.0,random,1.0,0.00046415888336127773
0.2965,5.0,1.0,6.158482110660267e-06,128.0,0.0,random,3.0,0.002154434690031882
0.2517,3.0,1.0,2.06913808111479e-05,32.0,0.25,random,3.0,1e-05
0.4474,5.0,1.0,6.951927961775606e-05,64.0,0.5,random,1.0,0.00046415888336127773
0.2594,5.0,0.0,3.792690190732254e-05,16.0,0.5,random,3.0,0.004641588833612777
0.1,1.0,1.0,0.004832930238571752,64.0,0.25,random,3.0,0.001
0.1569,5.0,1.0,0.029763514416313194,16.0,0.0,random,1.0,4.641588833612782e-05
0.4665,3.0,1.0,0.00023357214690901214,128.0,0.25,random,3.0,2.1544346900318823e-05
0.1314,3.0,1.0,1.1288378916846883e-05,16.0,0.25,random,3.0,1e-05
0.1,1.0,0.0,6.158482110660267e-06,128.0,0.0,random,3.0,0.002154434690031882
0.1,1.0,0.0,2.06913808111479e-05,128.0,0.0,random,3.0,0.001
0.3225,5.0,1.0,3.792690190732254e-05,32.0,0.0,random,3.0,0.001
0.158,3.0,1.0,0.008858667904100823,16.0,0.25,random,1.0,0.002154434690031882
0.1124,3.0,1.0,0.01623776739188721,128.0,0.0,random,3.0,0.001
0.4779,3.0,0.0,0.0007847599703514606,64.0,0.0,random,3.0,4.641588833612782e-05
0.4467,5.0,0.0,0.0004281332398719391,16.0,0.25,random,1.0,0.004641588833612777
0.1,1.0,0.0,0.029763514416313194,32.0,0.5,random,3.0,1e-05
0.3709,1.0,1.0,0.008858667904100823,128.0,0.5,random,1.0,0.001
0.1839,1.0,1.0,0.05455594781168514,128.0,0.25,random,1.0,2.1544346900318823e-05
0.4557,3.0,1.0,0.0026366508987303583,32.0,0.5,random,1.0,4.641588833612782e-05
0.2984,3.0,1.0,3.792690190732254e-05,32.0,0.0,random,3.0,0.002154434690031882
0.3558,1.0,0.0,3.359818286283781e-06,128.0,0.25,random,1.0,0.001
0.4748,5.0,1.0,0.0007847599703514606,32.0,0.0,random,3.0,0.004641588833612777
0.2242,5.0,0.0,2.06913808111479e-05,16.0,0.25,random,3.0,0.004641588833612777
0.257,5.0,1.0,1.8329807108324375e-06,128.0,0.0,random,3.0,0.001
0.1348,3.0,0.0,1.1288378916846883e-05,16.0,0.0,random,3.0,2.1544346900318823e-05
0.3504,3.0,0.0,6.951927961775606e-05,64.0,0.0,random,3.0,1e-05
0.2815,3.0,1.0,1.1288378916846883e-05,128.0,0.25,random,3.0,4.641588833612782e-05
0.3916,3.0,1.0,0.0007847599703514606,16.0,0.25,random,3.0,2.1544346900318823e-05
0.3478,1.0,1.0,0.008858667904100823,128.0,0.0,random,1.0,0.01
0.1,5.0,0.0,0.1,16.0,0.5,random,3.0,1e-05
0.2422,5.0,1.0,6.158482110660267e-06,32.0,0.5,random,3.0,0.004641588833612777
0.3127,3.0,1.0,3.359818286283781e-06,32.0,0.0,random,1.0,4.641588833612782e-05
0.5086,3.0,0.0,0.0007847599703514606,128.0,0.0,random,3.0,0.004641588833612777
0.1,1.0,0.0,0.0014384498882876629,16.0,0.5,random,3.0,4.641588833612782e-05
0.1612,5.0,1.0,0.05455594781168514,128.0,0.5,random,3.0,2.1544346900318823e-05
0.1595,3.0,1.0,0.1,64.0,0.25,random,1.0,0.01
0.1066,3.0,1.0,0.05455594781168514,16.0,0.5,random,1.0,0.002154434690031882
0.4073,5.0,0.0,1.1288378916846883e-05,128.0,0.0,random,1.0,0.004641588833612777
0.1209,5.0,1.0,0.05455594781168514,128.0,0.25,random,3.0,1e-05
0.2547,5.0,1.0,0.0026366508987303583,16.0,0.0,random,1.0,0.01
0.1918,1.0,1.0,3.359818286283781e-06,32.0,0.25,random,1.0,4.641588833612782e-05
0.1561,3.0,1.0,1e-06,32.0,0.5,random,1.0,4.641588833612782e-05
0.3479,1.0,0.0,3.792690190732254e-05,16.0,0.0,random,1.0,4.641588833612782e-05
0.4681,3.0,0.0,0.0007847599703514606,64.0,0.5,random,3.0,0.01
0.3804,3.0,0.0,0.0007847599703514606,16.0,0.25,random,3.0,0.004641588833612777
0.1,5.0,0.0,0.029763514416313194,64.0,0.0,random,1.0,0.0001
0.4162,3.0,0.0,2.06913808111479e-05,64.0,0.0,random,1.0,0.004641588833612777
0.3628,5.0,1.0,2.06913808111479e-05,32.0,0.5,random,1.0,0.001
0.1,1.0,0.0,0.1,64.0,0.25,random,1.0,0.001
0.3151,3.0,1.0,0.01623776739188721,32.0,0.5,random,3.0,1e-05
0.2222,5.0,0.0,3.359818286283781e-06,16.0,0.5,random,1.0,0.01
0.3127,3.0,1.0,3.359818286283781e-06,32.0,0.0,random,1.0,0.00046415888336127773
0.4398,5.0,1.0,0.0014384498882876629,32.0,0.5,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.0004281332398719391,16.0,0.0,random,3.0,4.641588833612782e-05
0.3995,3.0,1.0,6.158482110660267e-06,128.0,0.5,random,1.0,0.01
0.4072,5.0,0.0,0.0014384498882876629,64.0,0.5,random,1.0,0.01
0.379,5.0,1.0,0.00012742749857031334,32.0,0.0,random,3.0,0.00046415888336127773
0.1,3.0,0.0,1.8329807108324375e-06,16.0,0.0,random,3.0,0.004641588833612777
0.4331,3.0,0.0,6.951927961775606e-05,32.0,0.25,random,1.0,1e-05
0.414,5.0,0.0,0.00023357214690901214,32.0,0.25,random,3.0,0.002154434690031882
0.4443,3.0,0.0,0.0004281332398719391,64.0,0.25,random,3.0,0.00046415888336127773
0.33,5.0,0.0,1.1288378916846883e-05,32.0,0.5,random,1.0,0.002154434690031882
0.4204,5.0,0.0,3.792690190732254e-05,64.0,0.25,random,1.0,1e-05
0.1,1.0,0.0,6.158482110660267e-06,64.0,0.25,random,3.0,0.00021544346900318823
0.457,1.0,1.0,0.0007847599703514606,32.0,0.25,random,1.0,1e-05
0.1,1.0,1.0,0.0014384498882876629,16.0,0.5,random,3.0,0.00046415888336127773
0.3262,5.0,0.0,0.008858667904100823,16.0,0.25,random,3.0,0.004641588833612777
0.1,1.0,0.0,0.004832930238571752,128.0,0.5,random,1.0,0.0001
0.2583,3.0,0.0,0.01623776739188721,64.0,0.25,random,3.0,0.001
0.2253,5.0,0.0,2.06913808111479e-05,16.0,0.5,random,3.0,0.002154434690031882
0.4486,5.0,0.0,0.0004281332398719391,32.0,0.5,random,3.0,4.641588833612782e-05
0.1738,3.0,0.0,1.8329807108324375e-06,16.0,0.25,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.01623776739188721,64.0,0.5,random,1.0,0.0001
0.4796,5.0,0.0,0.0026366508987303583,128.0,0.0,random,3.0,2.1544346900318823e-05
0.3469,5.0,1.0,0.00023357214690901214,16.0,0.5,random,3.0,0.01
0.3585,5.0,1.0,3.359818286283781e-06,128.0,0.0,random,1.0,0.00021544346900318823
0.1,5.0,0.0,0.029763514416313194,64.0,0.0,random,1.0,0.01
0.2741,1.0,1.0,0.029763514416313194,32.0,0.5,random,1.0,0.004641588833612777
0.1569,5.0,1.0,0.05455594781168514,128.0,0.25,random,3.0,0.001
0.4234,3.0,0.0,0.00012742749857031334,128.0,0.0,random,3.0,0.002154434690031882
0.1495,5.0,1.0,1.8329807108324375e-06,16.0,0.25,random,3.0,4.641588833612782e-05
0.1,1.0,1.0,0.008858667904100823,64.0,0.25,random,3.0,0.0001
0.3805,5.0,0.0,6.158482110660267e-06,128.0,0.25,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.0007847599703514606,16.0,0.25,random,3.0,0.001
0.1,1.0,0.0,0.05455594781168514,32.0,0.5,random,3.0,0.001
0.2617,5.0,0.0,0.008858667904100823,64.0,0.25,random,3.0,0.00021544346900318823
0.2801,1.0,0.0,1e-06,128.0,0.25,random,1.0,0.00021544346900318823
0.4946,3.0,1.0,6.951927961775606e-05,128.0,0.0,random,1.0,0.00046415888336127773
0.4443,1.0,1.0,3.792690190732254e-05,64.0,0.5,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.05455594781168514,64.0,0.5,random,1.0,0.00046415888336127773
0.3255,5.0,1.0,2.06913808111479e-05,16.0,0.5,random,1.0,4.641588833612782e-05
0.1159,3.0,1.0,0.01623776739188721,128.0,0.25,random,1.0,0.004641588833612777
0.1,3.0,0.0,0.1,128.0,0.25,random,3.0,1e-05
0.1,5.0,0.0,0.004832930238571752,32.0,0.5,random,1.0,0.0001
0.1,3.0,0.0,0.004832930238571752,128.0,0.0,random,1.0,0.00046415888336127773
0.1,1.0,1.0,0.05455594781168514,64.0,0.25,random,3.0,2.1544346900318823e-05
0.4732,5.0,0.0,0.0007847599703514606,32.0,0.25,random,3.0,0.001
0.49,3.0,0.0,0.00012742749857031334,64.0,0.25,random,1.0,0.00021544346900318823
0.1,5.0,0.0,0.0026366508987303583,128.0,0.25,random,1.0,0.001
0.3886,5.0,0.0,3.792690190732254e-05,32.0,0.25,random,1.0,0.0001
0.2069,5.0,1.0,1e-06,32.0,0.0,random,1.0,0.00021544346900318823
0.2174,5.0,1.0,1.8329807108324375e-06,32.0,0.5,random,1.0,0.002154434690031882
0.2603,1.0,0.0,1e-06,64.0,0.25,random,1.0,0.00021544346900318823
0.1,1.0,0.0,1e-06,64.0,0.5,random,3.0,0.00021544346900318823
0.1709,1.0,1.0,1e-06,16.0,0.0,random,1.0,0.001
0.1,1.0,1.0,0.008858667904100823,32.0,0.0,random,3.0,0.002154434690031882
0.1,3.0,0.0,0.01623776739188721,32.0,0.0,random,1.0,0.001
0.1,1.0,0.0,0.029763514416313194,32.0,0.0,random,3.0,0.002154434690031882
0.5002,3.0,1.0,0.0007847599703514606,64.0,0.0,random,1.0,4.641588833612782e-05
0.3808,5.0,1.0,0.00012742749857031334,32.0,0.0,random,3.0,1e-05
0.1214,3.0,0.0,3.359818286283781e-06,64.0,0.5,random,3.0,4.641588833612782e-05
0.4038,3.0,0.0,6.951927961775606e-05,16.0,0.0,random,1.0,0.0001
0.4915,3.0,1.0,0.0014384498882876629,32.0,0.25,random,1.0,0.00046415888336127773
0.244,1.0,1.0,5.740090606978386e-06,32.0,0.0,bayes,1.0,0.00020483971773958574
0.1,3.0,0.0,1.1353660260000408e-06,128.0,0.25,bayes,3.0,2.175143311688811e-05
0.4181,3.0,1.0,1.2502990914107545e-05,128.0,0.5,bayes,1.0,0.0010572282510875714
0.254,5.0,0.0,3.5480144768763553e-06,64.0,0.25,bayes,3.0,0.00047070799880488256
0.4263,3.0,0.0,2.9187964038429316e-05,64.0,0.25,bayes,1.0,0.0072563288607533066
0.4902,3.0,1.0,0.0018283474331628941,64.0,0.25,bayes,3.0,6.287789712856672e-05
0.1,1.0,1.0,0.00029543089363561403,64.0,0.0,bayes,3.0,0.0006803023982585171
0.1,1.0,0.0,0.006254839226467411,128.0,0.0,bayes,3.0,0.00030350250728647306
0.163,3.0,1.0,0.026202716210797488,32.0,0.5,bayes,3.0,6.66166388598515e-05
0.4159,3.0,1.0,0.00010754606543437647,128.0,0.25,bayes,3.0,0.00822969875998543
0.1,3.0,0.0,0.004626048076219641,16.0,0.25,bayes,1.0,6.0724353442693214e-05
0.4687,3.0,1.0,0.0005337846694426278,64.0,0.5,bayes,3.0,0.00023766387604564655
0.1326,5.0,1.0,4.44596347840933e-06,16.0,0.5,bayes,3.0,1.819657995177943e-05
0.2773,3.0,1.0,1.277750167691199e-06,64.0,0.0,bayes,1.0,1.7988115532650746e-05
0.359,3.0,1.0,0.010343049988075781,64.0,0.25,bayes,3.0,0.0001077985838274531
0.4753,3.0,0.0,0.0009384052517050673,128.0,0.0,bayes,1.0,0.00038779196913002576
0.4952,3.0,1.0,0.0014209187209604723,64.0,0.25,bayes,3.0,5.5815180637073774e-05
0.4843,3.0,1.0,0.0013723148013614615,64.0,0.0,bayes,3.0,3.520629600417148e-05
0.4973,3.0,0.0,0.0017452174664586459,128.0,0.5,bayes,3.0,0.01
0.5201,3.0,1.0,0.00023347169314548344,128.0,0.5,bayes,1.0,1.9099891568042445e-05
0.5189,3.0,1.0,0.0001937707134694569,128.0,0.5,bayes,1.0,1e-05
0.1,5.0,0.0,0.1,128.0,0.0,bayes,1.0,9.241449172732097e-05
0.5181,3.0,1.0,0.0002250544664502554,128.0,0.5,bayes,1.0,1.8689697738288845e-05
0.5194,3.0,1.0,0.00018311046843406324,128.0,0.5,bayes,1.0,1e-05
0.2122,1.0,1.0,0.1,16.0,0.5,bayes,1.0,0.00047399261420898593
0.1,1.0,0.0,1e-06,128.0,0.5,bayes,3.0,2.9203920495273593e-05
0.5149,3.0,1.0,0.00019250278221141605,128.0,0.5,bayes,1.0,1.6723120454695977e-05
0.5112,3.0,1.0,0.00021280323236348348,128.0,0.5,bayes,1.0,1e-05
0.5198,3.0,1.0,0.00019108726471806664,128.0,0.5,bayes,1.0,0.01
0.5199,3.0,1.0,0.00018580967493460055,128.0,0.5,bayes,1.0,0.01
0.5204,3.0,1.0,0.00018278604479190862,128.0,0.5,bayes,1.0,0.01
0.5175,3.0,1.0,0.00017949323688205512,128.0,0.5,bayes,1.0,0.01
0.5198,3.0,1.0,0.0001849313526135961,128.0,0.5,bayes,1.0,0.01
0.4965,5.0,1.0,0.0001622105949200783,128.0,0.5,bayes,1.0,0.01
0.5065,3.0,0.0,0.00017842527265070205,128.0,0.5,bayes,1.0,0.01
0.5154,3.0,1.0,0.00020480129776448538,128.0,0.5,bayes,1.0,0.0018911312695849
0.514,3.0,1.0,0.00020007911148709254,128.0,0.5,bayes,1.0,0.0001890934852110971
0.5177,3.0,1.0,0.0001941133279399617,128.0,0.5,bayes,1.0,0.00992680927830249
0.5244,3.0,1.0,0.00019357622853419427,128.0,0.5,bayes,1.0,0.007697586811219671
0.5185,3.0,1.0,0.00019470618571487263,128.0,0.5,bayes,1.0,0.01
0.5011,3.0,1.0,0.0006499614353138903,128.0,0.5,bayes,3.0,0.01
0.5195,3.0,1.0,0.0002000906370436895,128.0,0.5,bayes,1.0,0.01
0.5137,3.0,1.0,0.00020123056946348938,128.0,0.5,bayes,1.0,0.01
0.5093,3.0,1.0,0.000644558938672828,128.0,0.5,bayes,3.0,0.01
0.5,3.0,1.0,0.0006769452695939856,128.0,0.5,bayes,3.0,0.01
0.5009,3.0,1.0,0.0006601006693614246,128.0,0.5,bayes,3.0,0.01
0.519,3.0,1.0,0.00019350139100007997,128.0,0.5,bayes,1.0,0.01
0.5166,3.0,1.0,0.0001936228257423036,128.0,0.5,bayes,1.0,0.01
0.5159,3.0,1.0,0.0001879994788578675,128.0,0.5,bayes,1.0,0.00578920208103342
0.5189,3.0,1.0,0.0001954597296823157,128.0,0.5,bayes,1.0,0.01
0.5184,3.0,1.0,0.00019751725961795176,128.0,0.5,bayes,1.0,0.0022265534943489477
0.5188,3.0,1.0,0.00019617350461492044,128.0,0.5,bayes,1.0,0.01
0.5191,3.0,1.0,0.00019572410697133846,128.0,0.5,bayes,1.0,0.01
0.5071,3.0,1.0,0.0007228979020657886,128.0,0.5,bayes,3.0,0.01
0.5173,3.0,1.0,0.0001957106198338379,128.0,0.5,bayes,1.0,0.01
0.52,3.0,1.0,0.0001969866002406315,128.0,0.5,bayes,1.0,0.01
0.5173,3.0,1.0,0.0001986777545863133,128.0,0.5,bayes,1.0,0.01
0.5187,3.0,1.0,0.00019757378361879937,128.0,0.5,bayes,1.0,0.007732259034435653
0.5139,3.0,1.0,0.0001979786142893417,128.0,0.5,bayes,1.0,0.01
0.5211,3.0,1.0,0.00019441829940782882,128.0,0.5,bayes,1.0,0.01
0.5181,3.0,1.0,0.0001947823127912278,128.0,0.5,bayes,1.0,0.01
0.5192,3.0,1.0,0.0001947244663783386,128.0,0.5,bayes,1.0,0.005433440234398123
0.5098,3.0,1.0,0.0008183747184406782,128.0,0.5,bayes,3.0,0.01
0.5203,3.0,1.0,0.0001857294353512638,128.0,0.5,bayes,1.0,0.01
0.5119,5.0,1.0,0.0008541768260062744,128.0,0.5,bayes,3.0,0.01
0.518,3.0,1.0,0.001077053939396086,128.0,0.5,bayes,3.0,0.01
0.5156,3.0,1.0,0.00121350368583949,128.0,0.5,bayes,3.0,0.01
0.5064,3.0,1.0,0.0011826517086672911,128.0,0.5,bayes,3.0,0.01
0.5174,3.0,1.0,0.0009186537998532294,128.0,0.5,bayes,3.0,0.01
0.5188,3.0,1.0,0.0009427861435629215,128.0,0.5,bayes,3.0,0.01
