accuracy,max_depth,max_features,min_samples_leaf,min_samples_split,search_type
0.51585,1543.0,log2,93.0,4.0,random
0.51955,1262.0,log2,30.0,24.0,random
0.5170999999999999,1453.0,sqrt,10.0,36.0,random
0.524,1134.0,sqrt,78.0,13.0,random
0.51705,104.0,log2,96.0,14.0,random
0.5011000000000001,1134.0,sqrt,6.0,9.0,random
0.5285,1542.0,sqrt,72.0,29.0,random
0.52175,1670.0,sqrt,97.0,29.0,random
0.5196,1006.0,log2,58.0,7.0,random
0.5159499999999999,180.0,log2,49.0,28.0,random
0.5221,252.0,log2,69.0,20.0,random
0.52955,1171.0,log2,45.0,8.0,random
0.5192,1819.0,log2,56.0,37.0,random
0.5337,632.0,sqrt,54.0,22.0,random
0.51575,303.0,log2,99.0,3.0,random
0.52,503.0,sqrt,16.0,16.0,bayes
0.5052,1437.0,log2,2.0,41.0,bayes
0.52495,1467.0,sqrt,23.0,39.0,bayes
0.5091,1840.0,log2,12.0,30.0,bayes
0.51955,877.0,log2,30.0,34.0,bayes
0.51865,1041.0,sqrt,66.0,35.0,bayes
0.5221,458.0,sqrt,50.0,32.0,bayes
0.5142,273.0,log2,76.0,43.0,bayes
0.5268,1369.0,sqrt,88.0,20.0,bayes
0.528,1487.0,sqrt,41.0,44.0,bayes
0.5212,1927.0,sqrt,98.0,4.0,bayes
0.5288,25.0,sqrt,83.0,37.0,bayes
0.514,1618.0,log2,100.0,2.0,bayes
0.53205,479.0,sqrt,33.0,3.0,bayes
0.53205,1587.0,sqrt,33.0,45.0,bayes
0.522,1666.0,log2,51.0,5.0,bayes
0.5066,1993.0,sqrt,1.0,39.0,bayes
0.52215,387.0,log2,41.0,45.0,bayes
0.52825,25.0,sqrt,35.0,45.0,bayes
0.524,1815.0,sqrt,78.0,2.0,bayes
0.5248,1955.0,sqrt,34.0,2.0,bayes
0.51745,66.0,log2,62.0,43.0,bayes
0.5179,77.0,log2,88.0,2.0,bayes
0.51545,261.0,sqrt,100.0,42.0,bayes
0.5284,1941.0,sqrt,56.0,2.0,bayes
0.53,169.0,sqrt,44.0,5.0,bayes
0.52645,150.0,sqrt,27.0,3.0,bayes
0.53045,1781.0,sqrt,45.0,7.0,bayes
0.52675,1692.0,sqrt,38.0,2.0,bayes
0.52675,441.0,sqrt,38.0,2.0,bayes
0.5286,39.0,sqrt,73.0,8.0,bayes
0.524,1505.0,log2,34.0,2.0,bayes
0.52325,185.0,sqrt,84.0,45.0,bayes
0.5262,365.0,sqrt,62.0,2.0,bayes
0.5225,472.0,sqrt,51.0,45.0,bayes
0.5313,25.0,sqrt,39.0,2.0,bayes
0.52165,153.0,log2,68.0,2.0,bayes
0.5236,1958.0,sqrt,87.0,2.0,bayes
0.51575,1365.0,log2,99.0,44.0,bayes
0.52645,1201.0,sqrt,27.0,44.0,bayes
0.52955,268.0,log2,45.0,2.0,bayes
0.48935,27.0,sqrt,2.0,2.0,bayes
0.5224,56.0,sqrt,36.0,24.0,bayes
0.5228,1283.0,sqrt,18.0,45.0,bayes
0.5221,46.0,sqrt,50.0,2.0,bayes
0.51495,220.0,log2,27.0,45.0,bayes
0.5187,1904.0,log2,24.0,2.0,bayes
0.528,2000.0,sqrt,41.0,2.0,bayes
0.5285,738.0,sqrt,72.0,45.0,bayes
0.52945,233.0,sqrt,32.0,33.0,bayes
0.529,1999.0,log2,39.0,7.0,bayes
0.52595,1678.0,sqrt,71.0,2.0,bayes
0.5217,305.0,log2,57.0,2.0,bayes
0.52525,376.0,sqrt,81.0,24.0,bayes
0.52475,981.0,log2,47.0,6.0,bayes
0.51145,187.0,log2,87.0,45.0,bayes
0.5337,1906.0,sqrt,54.0,17.0,bayes
0.52415,1996.0,log2,71.0,7.0,bayes
0.51925,363.0,sqrt,99.0,2.0,bayes
0.52945,1999.0,sqrt,61.0,44.0,bayes
0.5196,1993.0,log2,58.0,43.0,bayes
0.51295,1959.0,log2,84.0,3.0,bayes
0.5221,2000.0,sqrt,50.0,2.0,bayes
0.5248,2000.0,sqrt,34.0,45.0,bayes
0.52975,2000.0,sqrt,37.0,2.0,bayes
0.52975,2000.0,sqrt,37.0,2.0,bayes
0.52975,2000.0,sqrt,37.0,2.0,bayes
0.53045,1987.0,log2,55.0,13.0,bayes
0.52625,41.0,sqrt,55.0,43.0,bayes
0.52305,1798.0,log2,54.0,3.0,bayes
0.52695,1875.0,sqrt,53.0,42.0,bayes
0.51545,1269.0,sqrt,100.0,44.0,bayes
0.51675,2000.0,log2,43.0,33.0,bayes
0.52735,1997.0,log2,37.0,35.0,bayes
0.53165,1981.0,sqrt,40.0,31.0,bayes
0.5309,1998.0,sqrt,57.0,4.0,bayes
0.53365,1940.0,sqrt,59.0,24.0,bayes
0.52625,1960.0,sqrt,75.0,44.0,bayes
0.5285,1965.0,sqrt,72.0,2.0,bayes
0.524,1992.0,sqrt,78.0,44.0,bayes
0.52445,41.0,sqrt,20.0,45.0,bayes
0.51865,55.0,sqrt,66.0,22.0,bayes
0.52645,1963.0,sqrt,27.0,2.0,bayes
0.5281,2000.0,sqrt,42.0,2.0,bayes
0.524,90.0,log2,34.0,2.0,bayes
0.52825,2000.0,sqrt,35.0,45.0,bayes
0.5217,108.0,sqrt,85.0,2.0,bayes
0.5217,1987.0,sqrt,85.0,44.0,bayes
0.51545,1812.0,sqrt,100.0,3.0,bayes
0.52515,25.0,sqrt,93.0,8.0,bayes
0.5272,1919.0,sqrt,90.0,8.0,bayes
0.5297,102.0,sqrt,47.0,32.0,bayes
0.5267,301.0,sqrt,60.0,11.0,bayes
0.5184,166.0,log2,91.0,43.0,bayes
0.5157,66.0,log2,19.0,43.0,bayes
0.5271,1992.0,sqrt,31.0,22.0,bayes
0.5221,1796.0,sqrt,50.0,45.0,bayes
0.5171,1988.0,log2,94.0,44.0,bayes
0.5315,2000.0,sqrt,58.0,44.0,bayes
0.53305,25.0,sqrt,43.0,10.0,bayes
0.5095,1951.0,sqrt,10.0,4.0,bayes
0.53305,25.0,sqrt,43.0,44.0,bayes
0.5333,266.0,sqrt,46.0,45.0,bayes
