accuracy,bootstrap,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,search_type
0.6227,0.0,2001.0,sqrt,100.0,33.0,25.0,bayes
0.70165,0.0,2001.0,sqrt,1.0,2.0,314.0,bayes
0.68985,1.0,650.0,sqrt,1.0,14.0,500.0,bayes
0.63095,0.0,2001.0,sqrt,100.0,2.0,500.0,bayes
0.6702,1.0,1517.0,sqrt,1.0,45.0,161.0,bayes
0.69435,0.0,1056.0,log2,1.0,2.0,412.0,bayes
0.612,1.0,2001.0,sqrt,100.0,45.0,25.0,bayes
0.6982,0.0,302.0,sqrt,1.0,2.0,175.0,bayes
0.38245,0.0,1.0,sqrt,1.0,45.0,134.0,bayes
0.60995,0.0,327.0,log2,100.0,25.0,25.0,bayes
0.67475,0.0,1822.0,sqrt,9.0,44.0,322.0,bayes
0.6091,1.0,1848.0,log2,71.0,41.0,28.0,bayes
0.6768,1.0,1069.0,log2,1.0,11.0,246.0,bayes
0.67475,0.0,1842.0,log2,1.0,34.0,500.0,bayes
0.67495,0.0,1855.0,sqrt,5.0,10.0,25.0,bayes
0.7034,0.0,462.0,sqrt,1.0,2.0,500.0,bayes
0.66145,1.0,478.0,log2,1.0,39.0,468.0,bayes
0.70205,0.0,394.0,sqrt,1.0,2.0,258.0,bayes
0.6911,0.0,451.0,sqrt,1.0,23.0,483.0,bayes
0.69015,1.0,315.0,sqrt,1.0,2.0,264.0,bayes
0.6774,0.0,371.0,sqrt,1.0,43.0,213.0,bayes
0.6874,0.0,1060.0,sqrt,7.0,23.0,500.0,bayes
0.6772,1.0,67.0,sqrt,1.0,33.0,500.0,bayes
0.65815,0.0,402.0,log2,1.0,4.0,25.0,bayes
0.65435,0.0,461.0,sqrt,40.0,19.0,500.0,bayes
0.697,0.0,1435.0,sqrt,1.0,13.0,466.0,bayes
0.6255,1.0,1421.0,log2,38.0,23.0,38.0,bayes
0.6879,0.0,390.0,sqrt,8.0,7.0,500.0,bayes
0.6496,1.0,1233.0,log2,1.0,35.0,46.0,bayes
0.6864,0.0,1174.0,sqrt,1.0,33.0,352.0,bayes
0.66165,0.0,1193.0,sqrt,32.0,13.0,500.0,bayes
0.68725,1.0,681.0,sqrt,1.0,15.0,421.0,bayes
0.6566,0.0,664.0,sqrt,38.0,42.0,495.0,bayes
0.68555,0.0,1420.0,sqrt,1.0,35.0,500.0,bayes
0.6819,1.0,1470.0,sqrt,1.0,25.0,500.0,bayes
0.6938,1.0,293.0,sqrt,1.0,2.0,500.0,bayes
0.67755,1.0,727.0,log2,1.0,11.0,433.0,bayes
0.7034,0.0,795.0,sqrt,1.0,2.0,500.0,bayes
0.65095,1.0,509.0,sqrt,1.0,2.0,25.0,bayes
0.6437,1.0,797.0,log2,1.0,19.0,25.0,bayes
0.6942,0.0,1363.0,sqrt,1.0,21.0,494.0,bayes
0.6788,0.0,786.0,sqrt,13.0,4.0,500.0,bayes
0.6991,0.0,1389.0,sqrt,1.0,2.0,200.0,bayes
0.7034,0.0,623.0,sqrt,1.0,2.0,500.0,bayes
0.65455,1.0,622.0,sqrt,1.0,6.0,25.0,bayes
0.6938,1.0,1170.0,sqrt,1.0,2.0,500.0,bayes
0.7034,0.0,1648.0,sqrt,1.0,2.0,500.0,bayes
0.6938,1.0,947.0,sqrt,1.0,2.0,500.0,bayes
0.70125,0.0,1577.0,sqrt,1.0,2.0,293.0,bayes
0.6209,1.0,543.0,sqrt,100.0,2.0,500.0,bayes
0.70165,0.0,935.0,sqrt,1.0,2.0,357.0,bayes
0.6793,0.0,886.0,sqrt,1.0,45.0,500.0,bayes
0.70165,0.0,648.0,sqrt,1.0,2.0,351.0,bayes
0.67205,1.0,208.0,sqrt,1.0,45.0,500.0,bayes
0.7021,0.0,374.0,sqrt,1.0,2.0,344.0,bayes
0.6938,1.0,1790.0,sqrt,1.0,2.0,500.0,bayes
0.6906,1.0,1658.0,sqrt,1.0,2.0,299.0,bayes
0.6865,1.0,2001.0,log2,1.0,2.0,500.0,bayes
0.70325,0.0,1898.0,sqrt,1.0,2.0,451.0,bayes
0.6915,1.0,462.0,sqrt,1.0,2.0,342.0,bayes
0.66735,0.0,1496.0,sqrt,1.0,2.0,25.0,bayes
0.6915,1.0,1344.0,sqrt,1.0,2.0,339.0,bayes
0.70165,0.0,1346.0,sqrt,1.0,2.0,365.0,bayes
0.66735,0.0,1217.0,sqrt,1.0,2.0,25.0,bayes
0.65095,1.0,1041.0,sqrt,1.0,2.0,25.0,bayes
0.68625,1.0,1838.0,log2,1.0,2.0,365.0,bayes
0.7034,0.0,1544.0,sqrt,1.0,2.0,500.0,bayes
0.70235,0.0,359.0,sqrt,1.0,2.0,330.0,bayes
0.7021,0.0,361.0,sqrt,1.0,2.0,334.0,bayes
0.6209,1.0,1344.0,sqrt,100.0,2.0,500.0,bayes
0.7037,0.0,391.0,sqrt,1.0,2.0,453.0,bayes
0.70375,0.0,1717.0,sqrt,1.0,2.0,398.0,bayes
0.6865,1.0,137.0,log2,1.0,2.0,500.0,bayes
0.70245,0.0,783.0,sqrt,1.0,2.0,331.0,bayes
0.6865,1.0,1671.0,log2,1.0,2.0,500.0,bayes
0.70195,0.0,1056.0,sqrt,1.0,2.0,323.0,bayes
0.6869,1.0,1496.0,log2,1.0,2.0,330.0,bayes
0.38655,1.0,1.0,sqrt,100.0,2.0,500.0,bayes
0.6388,1.0,346.0,sqrt,50.0,2.0,320.0,bayes
0.6009,1.0,383.0,log2,100.0,2.0,65.0,bayes
0.63095,0.0,507.0,sqrt,100.0,2.0,500.0,bayes
0.64955,1.0,2001.0,sqrt,33.0,2.0,500.0,bayes
0.6227,0.0,1247.0,sqrt,100.0,2.0,25.0,bayes
0.65965,0.0,2001.0,sqrt,34.0,2.0,500.0,bayes
0.63095,0.0,1137.0,sqrt,100.0,2.0,500.0,bayes
0.64095,1.0,1692.0,log2,1.0,2.0,25.0,bayes
0.69465,0.0,1476.0,log2,1.0,2.0,353.0,bayes
0.6227,0.0,1687.0,sqrt,100.0,2.0,25.0,bayes
0.64565,1.0,1572.0,sqrt,39.0,2.0,500.0,bayes
0.67205,1.0,1050.0,sqrt,1.0,45.0,500.0,bayes
0.60455,1.0,324.0,log2,100.0,2.0,500.0,bayes
0.612,1.0,755.0,sqrt,100.0,2.0,25.0,bayes
0.6227,0.0,965.0,sqrt,100.0,2.0,25.0,bayes
0.63095,0.0,1755.0,sqrt,100.0,2.0,500.0,bayes
0.6865,1.0,1305.0,log2,1.0,2.0,500.0,bayes
0.66735,0.0,705.0,sqrt,1.0,2.0,25.0,bayes
0.70245,0.0,1937.0,sqrt,1.0,2.0,329.0,bayes
0.6209,1.0,806.0,sqrt,100.0,2.0,500.0,bayes
0.70205,0.0,1487.0,sqrt,1.0,2.0,343.0,bayes
0.658,0.0,326.0,sqrt,33.0,2.0,165.0,bayes
0.7034,0.0,1236.0,sqrt,1.0,2.0,500.0,bayes
0.6535,0.0,1037.0,sqrt,42.0,2.0,177.0,bayes
0.69135,1.0,878.0,sqrt,1.0,2.0,322.0,bayes
0.612,1.0,1448.0,sqrt,100.0,2.0,25.0,bayes
0.63095,0.0,1413.0,sqrt,100.0,2.0,500.0,bayes
0.65295,1.0,689.0,sqrt,31.0,2.0,500.0,bayes
0.63095,0.0,270.0,sqrt,100.0,45.0,500.0,bayes
0.69435,0.0,434.0,log2,1.0,2.0,429.0,bayes
0.6227,0.0,681.0,sqrt,100.0,45.0,25.0,bayes
0.69995,0.0,1721.0,sqrt,1.0,2.0,212.0,bayes
0.3773,0.0,1.0,sqrt,100.0,45.0,25.0,bayes
0.7034,0.0,705.0,sqrt,1.0,2.0,500.0,bayes
0.70165,0.0,524.0,sqrt,1.0,2.0,365.0,bayes
0.70275,0.0,1637.0,sqrt,1.0,2.0,383.0,bayes
0.7034,0.0,1764.0,sqrt,1.0,2.0,500.0,bayes
0.703,0.0,271.0,sqrt,1.0,2.0,406.0,bayes
0.7034,0.0,542.0,sqrt,1.0,2.0,500.0,bayes
0.7028,0.0,555.0,sqrt,1.0,2.0,495.0,bayes
0.7034,0.0,986.0,sqrt,1.0,2.0,500.0,bayes
0.70375,0.0,725.0,sqrt,1.0,2.0,398.0,bayes
0.7016,0.0,284.0,sqrt,1.0,2.0,316.0,bayes
0.6579,0.0,2001.0,sqrt,1.0,45.0,25.0,bayes
0.7034,0.0,2001.0,sqrt,1.0,2.0,500.0,bayes
0.7034,0.0,1300.0,sqrt,1.0,2.0,500.0,bayes
0.7044,0.0,1573.0,sqrt,1.0,2.0,427.0,bayes
0.7022,0.0,279.0,sqrt,1.0,2.0,377.0,bayes
0.67685,0.0,1389.0,sqrt,1.0,45.0,154.0,bayes
0.7026,0.0,1767.0,sqrt,1.0,2.0,337.0,bayes
0.7037,0.0,1013.0,sqrt,1.0,2.0,413.0,bayes
0.70295,0.0,274.0,sqrt,1.0,2.0,384.0,bayes
0.67905,0.0,630.0,sqrt,1.0,45.0,415.0,bayes
0.6305,0.0,1858.0,sqrt,100.0,27.0,189.0,bayes
0.7034,0.0,597.0,sqrt,1.0,2.0,500.0,bayes
0.7035,0.0,1577.0,sqrt,1.0,2.0,395.0,bayes
0.651,0.0,611.0,sqrt,47.0,4.0,233.0,bayes
0.7038,0.0,1940.0,sqrt,1.0,2.0,435.0,bayes
0.70315,0.0,293.0,sqrt,1.0,2.0,391.0,bayes
0.7034,0.0,1709.0,sqrt,1.0,2.0,500.0,bayes
0.703,0.0,1572.0,sqrt,1.0,2.0,406.0,bayes
0.6227,0.0,1457.0,sqrt,100.0,45.0,25.0,bayes
0.70345,0.0,1942.0,sqrt,1.0,2.0,442.0,bayes
0.70395,0.0,1940.0,sqrt,1.0,2.0,436.0,bayes
0.61845,1.0,637.0,sqrt,100.0,45.0,244.0,bayes
0.70335,0.0,291.0,sqrt,1.0,2.0,397.0,bayes
0.70435,0.0,1942.0,sqrt,1.0,2.0,428.0,bayes
0.70315,0.0,294.0,sqrt,1.0,2.0,391.0,bayes
0.7041,0.0,1944.0,sqrt,1.0,2.0,429.0,bayes
0.70395,0.0,1944.0,sqrt,1.0,2.0,426.0,bayes
0.70315,0.0,1270.0,sqrt,1.0,2.0,459.0,bayes
0.70365,0.0,290.0,sqrt,1.0,2.0,394.0,bayes
0.7033,0.0,1706.0,sqrt,1.0,2.0,414.0,bayes
0.70355,0.0,290.0,sqrt,1.0,2.0,396.0,bayes
0.68365,1.0,1898.0,sqrt,3.0,7.0,204.0,bayes
0.65095,1.0,1409.0,sqrt,1.0,2.0,25.0,bayes
0.70385,0.0,1945.0,sqrt,1.0,2.0,423.0,bayes
0.7044,0.0,260.0,sqrt,1.0,2.0,427.0,bayes
0.7034,0.0,1592.0,sqrt,1.0,2.0,500.0,bayes
0.70365,0.0,1571.0,sqrt,1.0,2.0,409.0,bayes
0.70385,0.0,1941.0,sqrt,1.0,2.0,432.0,bayes
0.7039,0.0,1572.0,sqrt,1.0,2.0,411.0,bayes
0.7034,0.0,886.0,sqrt,1.0,2.0,500.0,bayes
0.70375,0.0,1941.0,sqrt,1.0,2.0,434.0,bayes
