accuracy,bootstrap,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,search_type
0.6947,0.0,25.0,log2,1.0,2.0,500.0,grid
0.6675000000000001,0.0,25.0,log2,1.0,20.0,50.0,grid
0.6763499999999999,0.0,25.0,log2,1.0,20.0,150.0,grid
0.6798,0.0,25.0,log2,1.0,20.0,300.0,grid
0.68155,0.0,25.0,log2,1.0,20.0,500.0,grid
0.6359,0.0,25.0,log2,50.0,2.0,50.0,grid
0.6372,0.0,25.0,log2,50.0,2.0,150.0,grid
0.6374,0.0,25.0,log2,50.0,2.0,300.0,grid
0.6372,0.0,25.0,log2,50.0,2.0,500.0,grid
0.6359,0.0,25.0,log2,50.0,20.0,50.0,grid
0.6372,0.0,25.0,log2,50.0,20.0,150.0,grid
0.6374,0.0,25.0,log2,50.0,20.0,300.0,grid
0.6372,0.0,25.0,log2,50.0,20.0,500.0,grid
0.68265,0.0,100.0,sqrt,1.0,2.0,50.0,grid
0.6979,0.0,100.0,sqrt,1.0,2.0,150.0,grid
0.70175,0.0,100.0,sqrt,1.0,2.0,300.0,grid
0.7034,0.0,100.0,sqrt,1.0,2.0,500.0,grid
0.6791,0.0,100.0,sqrt,1.0,20.0,50.0,grid
0.6885,0.0,100.0,sqrt,1.0,20.0,150.0,grid
0.6923,0.0,100.0,sqrt,1.0,20.0,300.0,grid
0.6936499999999999,0.0,100.0,sqrt,1.0,20.0,500.0,grid
0.6439000000000001,0.0,100.0,sqrt,50.0,2.0,50.0,grid
0.6487,0.0,100.0,sqrt,50.0,2.0,150.0,grid
0.6484500000000001,0.0,100.0,sqrt,50.0,2.0,300.0,grid
0.6486,0.0,100.0,sqrt,50.0,2.0,500.0,grid
0.6439000000000001,0.0,100.0,sqrt,50.0,20.0,50.0,grid
0.6487,0.0,100.0,sqrt,50.0,20.0,150.0,grid
0.6484500000000001,0.0,100.0,sqrt,50.0,20.0,300.0,grid
0.6486,0.0,100.0,sqrt,50.0,20.0,500.0,grid
0.6744,0.0,100.0,log2,1.0,2.0,50.0,grid
0.6893499999999999,0.0,100.0,log2,1.0,2.0,150.0,grid
0.6932,0.0,100.0,log2,1.0,2.0,300.0,grid
0.695,0.0,100.0,log2,1.0,2.0,500.0,grid
0.67245,0.0,100.0,log2,1.0,20.0,50.0,grid
0.67835,0.0,100.0,log2,1.0,20.0,150.0,grid
0.6814,0.0,100.0,log2,1.0,20.0,300.0,grid
0.6841000000000002,0.0,100.0,log2,1.0,20.0,500.0,grid
0.6359,0.0,100.0,log2,50.0,2.0,50.0,grid
0.6372,0.0,100.0,log2,50.0,2.0,150.0,grid
0.6374,0.0,100.0,log2,50.0,2.0,300.0,grid
0.6372,0.0,100.0,log2,50.0,2.0,500.0,grid
0.6359,0.0,100.0,log2,50.0,20.0,50.0,grid
0.6372,0.0,100.0,log2,50.0,20.0,150.0,grid
0.6374,0.0,100.0,log2,50.0,20.0,300.0,grid
0.6372,0.0,100.0,log2,50.0,20.0,500.0,grid
0.68265,0.0,2000.0,sqrt,1.0,2.0,50.0,grid
0.6979,0.0,2000.0,sqrt,1.0,2.0,150.0,grid
0.70175,0.0,2000.0,sqrt,1.0,2.0,300.0,grid
0.7034,0.0,2000.0,sqrt,1.0,2.0,500.0,grid
0.6791,0.0,2000.0,sqrt,1.0,20.0,50.0,grid
0.6885,0.0,2000.0,sqrt,1.0,20.0,150.0,grid
0.6923,0.0,2000.0,sqrt,1.0,20.0,300.0,grid
0.6936499999999999,0.0,2000.0,sqrt,1.0,20.0,500.0,grid
0.6439000000000001,0.0,2000.0,sqrt,50.0,2.0,50.0,grid
0.6487,0.0,2000.0,sqrt,50.0,2.0,150.0,grid
0.6484500000000001,0.0,2000.0,sqrt,50.0,2.0,300.0,grid
0.6486,0.0,2000.0,sqrt,50.0,2.0,500.0,grid
0.6439000000000001,0.0,2000.0,sqrt,50.0,20.0,50.0,grid
0.6487,0.0,2000.0,sqrt,50.0,20.0,150.0,grid
0.6484500000000001,0.0,2000.0,sqrt,50.0,20.0,300.0,grid
0.6486,0.0,2000.0,sqrt,50.0,20.0,500.0,grid
0.6744,0.0,2000.0,log2,1.0,2.0,50.0,grid
0.6893499999999999,0.0,2000.0,log2,1.0,2.0,150.0,grid
0.6932,0.0,2000.0,log2,1.0,2.0,300.0,grid
0.695,0.0,2000.0,log2,1.0,2.0,500.0,grid
0.67245,0.0,2000.0,log2,1.0,20.0,50.0,grid
0.67835,0.0,2000.0,log2,1.0,20.0,150.0,grid
0.6814,0.0,2000.0,log2,1.0,20.0,300.0,grid
0.6841000000000002,0.0,2000.0,log2,1.0,20.0,500.0,grid
0.6359,0.0,2000.0,log2,50.0,2.0,50.0,grid
0.6372,0.0,2000.0,log2,50.0,2.0,150.0,grid
0.6374,0.0,2000.0,log2,50.0,2.0,300.0,grid
0.6372,0.0,2000.0,log2,50.0,2.0,500.0,grid
0.6359,0.0,2000.0,log2,50.0,20.0,50.0,grid
0.6372,0.0,2000.0,log2,50.0,20.0,150.0,grid
0.6374,0.0,2000.0,log2,50.0,20.0,300.0,grid
0.6372,0.0,2000.0,log2,50.0,20.0,500.0,grid
0.61745,1.0,1805.0,log2,68.0,37.0,217.0,random
0.6201000000000001,1.0,1202.0,sqrt,99.0,10.0,450.0,random
0.6280500000000001,0.0,724.0,log2,65.0,15.0,115.0,random
0.6273500000000001,1.0,582.0,sqrt,80.0,20.0,452.0,random
0.655,0.0,1635.0,log2,25.0,3.0,275.0,random
0.6332500000000001,0.0,571.0,sqrt,87.0,29.0,333.0,random
0.6689499999999999,0.0,1953.0,sqrt,21.0,8.0,117.0,random
0.6297,1.0,1721.0,sqrt,72.0,35.0,355.0,random
0.6771499999999999,0.0,1518.0,sqrt,14.0,28.0,478.0,random
0.6761000000000001,0.0,318.0,sqrt,15.0,21.0,134.0,random
0.6503,0.0,411.0,sqrt,48.0,25.0,396.0,random
0.6363999999999999,0.0,727.0,sqrt,79.0,16.0,257.0,random
0.65145,0.0,1779.0,log2,28.0,41.0,444.0,random
0.6584999999999999,0.0,1282.0,log2,19.0,32.0,210.0,random
0.62615,0.0,1484.0,log2,73.0,2.0,201.0,random
0.6306499999999999,0.0,750.0,sqrt,91.0,9.0,446.0,random
0.6254500000000001,0.0,1870.0,log2,75.0,38.0,404.0,random
0.64885,1.0,28.0,sqrt,36.0,30.0,367.0,random
0.62255,0.0,900.0,log2,82.0,9.0,262.0,random
0.62245,0.0,712.0,log2,83.0,14.0,154.0,random
0.6890999999999999,0.0,1474.0,sqrt,7.0,18.0,426.0,random
0.65025,0.0,1445.0,log2,30.0,39.0,295.0,random
0.63715,0.0,753.0,sqrt,75.0,5.0,154.0,random
0.6189500000000001,1.0,225.0,sqrt,97.0,22.0,218.0,random
0.65385,0.0,1952.0,sqrt,37.0,23.0,53.0,random
0.6372500000000001,0.0,1567.0,log2,50.0,29.0,383.0,random
0.68265,1.0,109.0,sqrt,1.0,21.0,255.0,random
0.6217,1.0,900.0,log2,55.0,15.0,400.0,random
0.62375,1.0,1201.0,sqrt,88.0,44.0,465.0,random
0.6281,1.0,763.0,log2,46.0,15.0,358.0,random
0.6546000000000001,0.0,1271.0,sqrt,39.0,39.0,295.0,random
0.6530999999999999,1.0,1132.0,sqrt,27.0,4.0,104.0,random
0.6040000000000001,1.0,214.0,log2,97.0,36.0,190.0,random
0.64335,0.0,780.0,sqrt,59.0,40.0,335.0,random
0.6397,0.0,222.0,sqrt,71.0,15.0,284.0,random
0.61075,1.0,842.0,log2,81.0,29.0,395.0,random
0.66425,0.0,772.0,sqrt,27.0,26.0,466.0,random
0.62065,0.0,1599.0,log2,88.0,24.0,187.0,random
0.68375,1.0,1757.0,sqrt,5.0,10.0,455.0,random
0.6193,0.0,511.0,log2,93.0,34.0,250.0,random
0.6432,0.0,662.0,sqrt,61.0,8.0,448.0,random
0.6456500000000001,1.0,1257.0,log2,14.0,43.0,61.0,random
0.62,1.0,1438.0,sqrt,97.0,35.0,462.0,random
0.63365,0.0,1716.0,sqrt,88.0,7.0,156.0,random
0.62985,1.0,1272.0,sqrt,64.0,2.0,408.0,random
0.6149,1.0,402.0,log2,70.0,30.0,266.0,random
0.6508499999999999,1.0,279.0,sqrt,33.0,16.0,285.0,random
0.62525,0.0,1486.0,log2,77.0,7.0,378.0,random
0.6686500000000001,0.0,1964.0,sqrt,5.0,42.0,31.0,random
0.6215499999999999,1.0,1553.0,sqrt,95.0,30.0,440.0,random
0.6338,1.0,560.0,log2,35.0,2.0,200.0,random
0.6590499999999999,1.0,1255.0,log2,4.0,33.0,239.0,random
0.6193500000000001,0.0,1790.0,log2,97.0,39.0,474.0,random
0.6594,1.0,238.0,sqrt,21.0,39.0,165.0,random
0.62585,0.0,309.0,log2,61.0,33.0,49.0,random
0.6075,1.0,470.0,log2,90.0,8.0,330.0,random
0.6306,0.0,626.0,sqrt,97.0,44.0,124.0,random
0.6409,1.0,1550.0,sqrt,41.0,37.0,120.0,random
0.6521000000000001,1.0,985.0,log2,18.0,12.0,314.0,random
0.6628999999999999,1.0,66.0,sqrt,19.0,8.0,496.0,random
0.6495,0.0,775.0,log2,30.0,34.0,260.0,random
0.6315000000000001,0.0,359.0,sqrt,95.0,44.0,445.0,random
0.6213,1.0,580.0,log2,59.0,4.0,341.0,random
0.6348499999999999,0.0,1686.0,sqrt,83.0,28.0,185.0,random
0.6714,0.0,379.0,sqrt,16.0,44.0,481.0,random
0.6273500000000001,1.0,209.0,sqrt,78.0,37.0,336.0,random
0.63,0.0,947.0,sqrt,98.0,22.0,116.0,random
0.6577,0.0,137.0,log2,19.0,18.0,152.0,random
0.6256999999999999,0.0,415.0,log2,76.0,35.0,356.0,random
0.65015,0.0,1030.0,log2,29.0,17.0,463.0,random
0.62885,1.0,956.0,log2,49.0,36.0,457.0,random
0.61675,1.0,1121.0,log2,66.0,20.0,111.0,random
0.6435,1.0,1927.0,log2,27.0,26.0,411.0,random
0.6212500000000001,0.0,1759.0,log2,92.0,34.0,385.0,random
0.6230500000000001,1.0,1371.0,sqrt,84.0,24.0,141.0,random
0.6387499999999999,1.0,525.0,log2,29.0,25.0,188.0,random
0.6456500000000001,0.0,164.0,log2,34.0,37.0,424.0,random
0.6271500000000001,1.0,1187.0,sqrt,78.0,25.0,220.0,random
0.6574,0.0,1332.0,sqrt,31.0,4.0,117.0,random
0.6186,0.0,533.0,log2,91.0,35.0,95.0,random
0.64735,0.0,758.0,sqrt,56.0,12.0,206.0,random
0.66965,0.0,968.0,log2,2.0,28.0,88.0,random
0.6244500000000001,1.0,654.0,sqrt,84.0,38.0,251.0,random
0.63295,1.0,1329.0,log2,39.0,20.0,266.0,random
0.65845,1.0,720.0,sqrt,23.0,9.0,317.0,random
0.63465,0.0,1722.0,sqrt,82.0,21.0,121.0,random
0.6233500000000001,0.0,1071.0,log2,87.0,33.0,471.0,random
0.627,0.0,1346.0,log2,71.0,25.0,431.0,random
0.60675,1.0,1537.0,log2,95.0,41.0,281.0,random
0.61905,1.0,1263.0,sqrt,90.0,42.0,39.0,random
0.6449,0.0,619.0,log2,36.0,9.0,395.0,random
0.6311499999999999,1.0,1799.0,sqrt,69.0,2.0,297.0,random
0.6565,1.0,570.0,sqrt,25.0,23.0,423.0,random
0.6345000000000001,0.0,479.0,sqrt,85.0,30.0,390.0,random
0.6101,1.0,1195.0,log2,86.0,36.0,411.0,random
0.6335,0.0,147.0,log2,56.0,14.0,187.0,random
0.6525000000000001,0.0,1484.0,log2,26.0,20.0,468.0,random
0.6311500000000001,0.0,302.0,log2,62.0,21.0,352.0,random
0.6255,1.0,1189.0,log2,50.0,40.0,404.0,random
0.6781,0.0,1128.0,sqrt,7.0,44.0,331.0,random
0.6181000000000001,1.0,866.0,log2,69.0,31.0,250.0,random
0.6526000000000001,0.0,780.0,log2,27.0,8.0,248.0,random
0.6449,0.0,273.0,sqrt,58.0,32.0,351.0,random
0.4957,0.0,2.0,sqrt,50.0,32.0,151.0,random
0.6372500000000001,1.0,1005.0,sqrt,52.0,4.0,425.0,random
0.6304000000000001,1.0,211.0,log2,43.0,43.0,256.0,random
0.66215,1.0,820.0,sqrt,11.0,17.0,49.0,random
0.6376,0.0,597.0,sqrt,77.0,30.0,277.0,random
0.6386000000000001,0.0,1536.0,log2,48.0,40.0,376.0,random
0.6342,0.0,675.0,log2,58.0,34.0,233.0,random
0.6254,0.0,1450.0,log2,79.0,26.0,418.0,random
0.6378999999999999,0.0,1327.0,log2,46.0,29.0,210.0,random
0.6362499999999999,1.0,463.0,log2,34.0,8.0,361.0,random
0.6232,0.0,693.0,log2,81.0,14.0,294.0,random
0.62325,0.0,476.0,log2,87.0,11.0,416.0,random
0.6231,1.0,1661.0,log2,41.0,44.0,46.0,random
0.62775,1.0,1173.0,sqrt,75.0,34.0,67.0,random
0.62005,0.0,1359.0,log2,85.0,21.0,75.0,random
0.67005,0.0,532.0,sqrt,21.0,30.0,322.0,random
0.63665,1.0,878.0,log2,29.0,5.0,74.0,random
0.6334,0.0,1567.0,log2,54.0,10.0,192.0,random
0.62015,1.0,1834.0,sqrt,99.0,44.0,441.0,random
0.6678499999999999,1.0,1155.0,sqrt,15.0,31.0,447.0,random
0.6436,1.0,106.0,log2,24.0,31.0,166.0,random
0.6277,0.0,1062.0,log2,66.0,29.0,107.0,random
0.6504,1.0,1041.0,sqrt,33.0,29.0,490.0,random
0.62005,1.0,1131.0,log2,63.0,13.0,315.0,random
0.6202500000000001,1.0,794.0,sqrt,96.0,37.0,302.0,random
0.65545,0.0,201.0,log2,23.0,40.0,427.0,random
0.62545,1.0,1192.0,log2,51.0,2.0,483.0,random
0.6587500000000001,1.0,1042.0,log2,10.0,29.0,293.0,random
0.6602,0.0,1846.0,log2,18.0,19.0,180.0,random
0.6194500000000001,0.0,1373.0,log2,96.0,32.0,369.0,random
0.6396999999999999,1.0,947.0,log2,30.0,11.0,289.0,random
0.6268499999999999,0.0,1924.0,log2,69.0,8.0,156.0,random
0.61295,1.0,191.0,log2,79.0,16.0,379.0,random
0.6325500000000001,1.0,471.0,sqrt,55.0,32.0,104.0,random
0.6195999999999999,1.0,913.0,log2,63.0,40.0,361.0,random
0.6212,0.0,1624.0,log2,87.0,3.0,316.0,random
0.61435,0.0,1800.0,log2,90.0,17.0,31.0,random
0.6362500000000001,0.0,423.0,log2,49.0,32.0,133.0,random
0.631,1.0,1266.0,sqrt,69.0,18.0,198.0,random
0.67005,1.0,1526.0,sqrt,12.0,27.0,490.0,random
0.61705,1.0,177.0,sqrt,82.0,20.0,29.0,random
0.6606500000000001,0.0,1238.0,log2,19.0,12.0,344.0,random
0.6200500000000001,0.0,1914.0,log2,92.0,43.0,337.0,random
0.6628499999999999,0.0,1135.0,sqrt,29.0,34.0,341.0,random
0.622,1.0,1282.0,log2,60.0,29.0,319.0,random
0.6384,0.0,1425.0,log2,45.0,14.0,124.0,random
0.635,1.0,569.0,sqrt,60.0,17.0,136.0,random
0.6599000000000002,1.0,885.0,sqrt,17.0,22.0,79.0,random
0.66225,0.0,128.0,sqrt,28.0,20.0,160.0,random
0.6242,1.0,1613.0,sqrt,82.0,15.0,140.0,random
0.634,1.0,1760.0,sqrt,54.0,17.0,150.0,random
0.6599,1.0,327.0,sqrt,21.0,34.0,269.0,random
0.6597999999999999,1.0,91.0,log2,10.0,25.0,242.0,random
0.6248,1.0,293.0,log2,50.0,22.0,95.0,random
0.6413,1.0,376.0,sqrt,49.0,10.0,113.0,random
0.62255,0.0,949.0,log2,82.0,30.0,200.0,random
0.6146999999999999,1.0,524.0,log2,78.0,24.0,458.0,random
0.6275999999999999,0.0,410.0,log2,64.0,44.0,107.0,random
0.6224,1.0,362.0,sqrt,87.0,7.0,191.0,random
0.6434,0.0,31.0,sqrt,61.0,38.0,464.0,random
0.6699499999999999,1.0,364.0,sqrt,14.0,8.0,478.0,random
0.64375,0.0,1895.0,sqrt,59.0,29.0,385.0,random
0.62375,1.0,532.0,sqrt,82.0,31.0,60.0,random
0.6740999999999999,1.0,1636.0,sqrt,1.0,14.0,72.0,random
0.6282500000000001,0.0,915.0,log2,62.0,4.0,98.0,random
0.6168,1.0,1641.0,log2,69.0,43.0,145.0,random
0.62055,0.0,1862.0,log2,88.0,38.0,400.0,random
0.6698999999999999,1.0,1397.0,sqrt,8.0,39.0,489.0,random
0.6041000000000001,1.0,1886.0,log2,99.0,18.0,322.0,random
0.6641,1.0,816.0,sqrt,19.0,8.0,387.0,random
0.61495,1.0,1743.0,log2,75.0,36.0,305.0,random
0.6251,0.0,599.0,log2,73.0,15.0,147.0,random
0.6353500000000001,0.0,1240.0,sqrt,83.0,2.0,456.0,random
0.49815000000000004,1.0,2.0,sqrt,68.0,13.0,92.0,random
0.6398,1.0,324.0,sqrt,50.0,13.0,236.0,random
0.6237999999999999,1.0,686.0,sqrt,85.0,31.0,234.0,random
0.63645,0.0,1316.0,sqrt,79.0,27.0,348.0,random
0.65195,0.0,724.0,log2,28.0,31.0,130.0,random
0.6184999999999999,0.0,1793.0,log2,90.0,13.0,147.0,random
0.6287999999999999,0.0,1992.0,log2,68.0,18.0,488.0,random
0.60815,1.0,236.0,log2,96.0,32.0,454.0,random
0.67645,1.0,807.0,sqrt,9.0,13.0,380.0,random
0.6438499999999999,1.0,1278.0,sqrt,41.0,39.0,309.0,random
0.6583500000000001,1.0,62.0,sqrt,22.0,5.0,236.0,random
0.6275000000000001,1.0,1968.0,sqrt,79.0,17.0,350.0,random
0.6278,0.0,1786.0,sqrt,97.0,29.0,80.0,random
0.62435,1.0,1689.0,log2,51.0,36.0,206.0,random
0.6394,0.0,11.0,sqrt,71.0,18.0,498.0,random
0.61815,0.0,331.0,log2,97.0,31.0,230.0,random
0.6435,0.0,1731.0,log2,33.0,5.0,97.0,bayes
0.60705,1.0,171.0,log2,92.0,14.0,393.0,bayes
0.6102,1.0,1074.0,log2,87.0,37.0,251.0,bayes
0.6199,1.0,959.0,log2,64.0,31.0,386.0,bayes
0.618,0.0,214.0,log2,75.0,19.0,30.0,bayes
0.62655,1.0,1027.0,sqrt,78.0,30.0,407.0,bayes
0.626,0.0,1570.0,log2,71.0,10.0,334.0,bayes
0.6304,0.0,161.0,sqrt,96.0,4.0,284.0,bayes
0.644,1.0,1128.0,sqrt,43.0,34.0,290.0,bayes
0.60395,1.0,1741.0,log2,99.0,15.0,326.0,bayes
0.70355,0.0,2001.0,sqrt,1.0,2.0,416.0,bayes
0.384,0.0,1.0,sqrt,1.0,45.0,500.0,bayes
0.65095,1.0,2001.0,sqrt,1.0,2.0,25.0,bayes
0.68455,0.0,2001.0,sqrt,1.0,2.0,52.0,bayes
0.67205,1.0,47.0,sqrt,1.0,45.0,500.0,bayes
0.69765,0.0,1076.0,sqrt,1.0,12.0,500.0,bayes
0.3772,1.0,1.0,sqrt,1.0,19.0,25.0,bayes
0.6209,1.0,1940.0,sqrt,100.0,2.0,500.0,bayes
0.6931,0.0,1403.0,sqrt,1.0,19.0,500.0,bayes
0.66655,0.0,287.0,sqrt,1.0,26.0,25.0,bayes
0.384,0.0,1.0,sqrt,1.0,5.0,500.0,bayes
0.6854,0.0,766.0,sqrt,1.0,32.0,189.0,bayes
0.67475,0.0,2001.0,log2,1.0,34.0,500.0,bayes
0.7004,0.0,2001.0,sqrt,1.0,6.0,266.0,bayes
0.6937,0.0,1205.0,sqrt,1.0,17.0,331.0,bayes
0.67085,1.0,1529.0,sqrt,1.0,44.0,500.0,bayes
0.66475,0.0,945.0,sqrt,1.0,18.0,25.0,bayes
0.63055,0.0,792.0,sqrt,100.0,2.0,342.0,bayes
0.70165,0.0,1848.0,sqrt,1.0,2.0,362.0,bayes
0.67105,1.0,2001.0,sqrt,1.0,45.0,341.0,bayes
